DrugBank_ID,Drug_Name,Gene
DB02437,(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,opd
DB02437,(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,folC
DB02437,(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,iadA
DB02438,3-O-Methylfructose in Linear Form,xylA
DB02441,"2-Butyl-5,6-Dihydro-1h-Imidazo[4,5-D]Pyridazine-4,7-Dione",tgt
DB02442,Dioxyselenocysteine,apr
DB02443,Methicillin Acyl-Serine,pbp
DB02445,2-Deoxy-2-Amino Glucitol-6-Phosphate,glmS
DB02445,2-Deoxy-2-Amino Glucitol-6-Phosphate,GNPDA1
DB02445,2-Deoxy-2-Amino Glucitol-6-Phosphate,nagB
DB02446,Glutamine hydroxamate,glmS
DB02447,"3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",PYGM
DB02448,N-Tridecanoic Acid,PLA2G1B
DB02448,N-Tridecanoic Acid,PLA2G2A
DB02448,N-Tridecanoic Acid,PLA2G2E
DB02449,3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid,MMP3
DB02450,"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",blaIMP-1
DB02450,"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",
DB02451,B-nonylglucoside,PNLIP
DB02451,B-nonylglucoside,cbaA
DB02451,B-nonylglucoside,cbaB
DB02451,B-nonylglucoside,cbaD
DB02451,B-nonylglucoside,RHO
DB02451,B-nonylglucoside,AQP1
DB02451,B-nonylglucoside,CLPS
DB02451,B-nonylglucoside,cbaA
DB02451,B-nonylglucoside,cbaB
DB02451,B-nonylglucoside,MIP
DB02451,B-nonylglucoside,glpG
DB02451,B-nonylglucoside,KCNJ3
DB02451,B-nonylglucoside,
DB02451,B-nonylglucoside,adiC
DB02452,Thymidine 5'-triphosphate,gag-pol
DB02452,Thymidine 5'-triphosphate,TK1
DB02452,Thymidine 5'-triphosphate,
DB02452,Thymidine 5'-triphosphate,nrdD
DB02452,Thymidine 5'-triphosphate,tmk
DB02452,Thymidine 5'-triphosphate,rffH
DB02452,Thymidine 5'-triphosphate,
DB02452,Thymidine 5'-triphosphate,rmlA
DB02452,Thymidine 5'-triphosphate,TK2
DB02452,Thymidine 5'-triphosphate,tdk
DB02452,Thymidine 5'-triphosphate,nrdE
DB02452,Thymidine 5'-triphosphate,rmlA
DB02453,Antimonous acid,arsA
DB02456,Aracytidine 5'-monophosphate,cmk
DB02457,Undecyl-Phosphinic Acid Butyl Ester,LIPF
DB02458,"S-(2,4-dinitrophenyl)glutathione",GSTM1
DB02458,"S-(2,4-dinitrophenyl)glutathione",GSTM2
DB02459,4-guanidinobenzoic acid,CFB
DB02460,Hydrogenobyrinic acid,cobH
DB02461,S-Methyl Phosphocysteine,cheY
DB02462,Thiocoumarin,NOS2
DB02463,2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,PRSS1
DB02463,2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,PLAT
DB02463,2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,PLAU
DB02463,2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,PLG
DB02463,2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,F2
DB02464,Benzylamine,PRSS1
DB02464,Benzylamine,PRSS2
DB02465,Methoxy arachidonyl fluorophosphonate,FAAH
DB02465,Methoxy arachidonyl fluorophosphonate,PLA2G4A
DB02466,BMS-181156,RARG
DB02467,L-methionine (S)-S-oxide,thyA
DB02467,L-methionine (S)-S-oxide,celA1
DB02467,L-methionine (S)-S-oxide,RAB5A
DB02467,L-methionine (S)-S-oxide,celB
DB02467,L-methionine (S)-S-oxide,mauC
DB02467,L-methionine (S)-S-oxide,
DB02468,12-Phenylheme,HMOX1
DB02469,"4,6-dideoxy-4-amino-beta-D-glucopyranoside",
DB02470,D-Glycero-D-Mannopyranose-7-Phosphate,gmhA
DB02471,Nojirimycine Tetrazole,PYGM
DB02471,Nojirimycine Tetrazole,LCTL
DB02471,Nojirimycine Tetrazole,LCT
DB02472,"7,8-dihydroinosine",ADA
DB02473,"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",PLAU
DB02474,BMSC-0013,ctxB
DB02475,Deoxyamidinoproclavaminic acid,cs1
DB02477,N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide,NMT1
DB02479,(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,CA2
DB02480,(S)-4-bromo-3-hydroxy-3-methylbutyl diphosphate,idi
DB02481,N-Benzylformamide,ADH1B
DB02482,Phosphonothreonine,MAPK1
DB02482,Phosphonothreonine,MAPK12
DB02482,Phosphonothreonine,PRKCQ
DB02482,Phosphonothreonine,CDK7
DB02482,Phosphonothreonine,AURKA
DB02482,Phosphonothreonine,PRKACA
DB02482,Phosphonothreonine,PRKACB
DB02482,Phosphonothreonine,cobD
DB02482,Phosphonothreonine,RHO
DB02482,Phosphonothreonine,S100A11
DB02483,Etheno-NAD,BST1
DB02483,Etheno-NAD,LDHA
DB02484,Cytidine 5'-diphosphoglycerol,tagD
DB02485,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,CMAS
DB02486,2-Hydroxyethyl Disulfide,E
DB02486,2-Hydroxyethyl Disulfide,GSTA1
DB02489,9-Methylguanine,folB
DB02490,(Diaminomethyl-Methyl-Amino)-Acetic Acid,CKM
DB02491,4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,FGFR2
DB02492,Ghavamiol,MAN2A1
DB02493,Hydantocidin-5'-phosphate,Adss
DB02493,Hydantocidin-5'-phosphate,purA
DB02494,(S)-3-phenyllactic acid,pdh
DB02494,(S)-3-phenyllactic acid,RPL10L
DB02494,(S)-3-phenyllactic acid,RPL13A
DB02494,(S)-3-phenyllactic acid,RPL23
DB02494,(S)-3-phenyllactic acid,RPL15
DB02494,(S)-3-phenyllactic acid,RPL19
DB02494,(S)-3-phenyllactic acid,RPL23A
DB02494,(S)-3-phenyllactic acid,RSL24D1
DB02494,(S)-3-phenyllactic acid,RPL26L1
DB02494,(S)-3-phenyllactic acid,RPL8
DB02494,(S)-3-phenyllactic acid,RPL37
DB02494,(S)-3-phenyllactic acid,RPL3
DB02494,(S)-3-phenyllactic acid,RPL11
DB02494,(S)-3-phenyllactic acid,SNU13
DB02494,(S)-3-phenyllactic acid,CPA1
DB02495,9-(4-hydroxybutyl)-N2-phenylguanine,TK1
DB02495,9-(4-hydroxybutyl)-N2-phenylguanine,TK
DB02496,1-Deoxy-D-xylulose 5-phosphate,pdxJ
DB02496,1-Deoxy-D-xylulose 5-phosphate,dxr
DB02497,L-Alpha-Glycerophosphorylserine,ANXA5
DB02498,Carba-nicotinamide-adenine-dinucleotide,PARP1
DB02499,Dinor-N(Omega)-Hydroxy-L-Arginine,ARG1
DB02500,6-(Dihydroxy-Isobutyl)-Thymine,TK1
DB02500,6-(Dihydroxy-Isobutyl)-Thymine,TK
DB02501,N(2)-succinyl-L-arginine,astB
DB02503,4-(Carboxyvin-2-Yl)Phenylboronic Acid,blaZ
DB02503,4-(Carboxyvin-2-Yl)Phenylboronic Acid,ampC
DB02504,[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,PLA2G2A
DB02505,N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl),PMII
DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",PPP1CA
DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",PPP2R1A
DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",PPP2CA
DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",PPP2R5C
DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",PPP2R2A
DB02508,Isopentyl Pyrophosphate,FDPS
DB02508,Isopentyl Pyrophosphate,onr
DB02508,Isopentyl Pyrophosphate,ispA
DB02508,Isopentyl Pyrophosphate,ispA
DB02509,Farnesol,MAOB
DB02509,Farnesol,NR1H4
DB02510,5'-O-(L-Prolylsulfamoyl)adenosine,EPRS1
DB02511,2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine,
DB02512,"1,6-Fructose Diphosphate (Linear Form)",ALDOB
DB02512,"1,6-Fructose Diphosphate (Linear Form)",ALDOA
DB02514,(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,
DB02515,sn-glycerol 3-phosphate,ALDOB
DB02515,sn-glycerol 3-phosphate,pdxJ
DB02515,sn-glycerol 3-phosphate,TPI
DB02515,sn-glycerol 3-phosphate,PFKFB1
DB02516,(R)-carnitinyl-CoA betaine,caiB
DB02517,D-Glutamic Acid,nprS
DB02518,N-Acetylalanine,AKR1B1
DB02519,Indirubin-5-sulphonate,PYGM
DB02519,Indirubin-5-sulphonate,CDK2
DB02519,Indirubin-5-sulphonate,CDK1
DB02519,Indirubin-5-sulphonate,CDK5
DB02519,Indirubin-5-sulphonate,CRK2
DB02521,Flaviolin,
DB02521,Flaviolin,cyp158a2
DB02522,Phosphonopyruvate,ppdK
DB02524,"2',3'-O-{4-[Hydroxy(oxido)-λ5-azanylidene]-2,6-dinitro-2,5-cyclohexadiene-1,1-diyl}adenosine 5'-(tetrahydrogen triphosphate)",cheA
DB02526,CRA_10655,PLAU
DB02526,CRA_10655,PRSS1
DB02527,Cyclic adenosine monophosphate,HCN2
DB02527,Cyclic adenosine monophosphate,PRKAR1A
DB02527,Cyclic adenosine monophosphate,PRKAR2B
DB02527,Cyclic adenosine monophosphate,crp
DB02527,Cyclic adenosine monophosphate,cyaB2
DB02527,Cyclic adenosine monophosphate,
DB02528,Tetrazolyl Histidine,MB
DB02529,"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",NA
DB02530,gamma-Aminobutyric acid,GABBR1
DB02530,gamma-Aminobutyric acid,GABBR2
DB02530,gamma-Aminobutyric acid,ITGA4
DB02530,gamma-Aminobutyric acid,SLC6A1
DB02530,gamma-Aminobutyric acid,GABRA5
DB02530,gamma-Aminobutyric acid,GABRA1
DB02530,gamma-Aminobutyric acid,GABRB2
DB02530,gamma-Aminobutyric acid,GABRA3
DB02530,gamma-Aminobutyric acid,GABRA2
DB02530,gamma-Aminobutyric acid,SLC6A11
DB02530,gamma-Aminobutyric acid,GABRG2
DB02530,gamma-Aminobutyric acid,GATM
DB02531,Isobutyric acid,FFAR2
DB02531,Isobutyric acid,cumD
DB02532,"2,4,6-Triaminoquinazoline",DHRS4L1
DB02532,"2,4,6-Triaminoquinazoline",PTR1
DB02534,2-Allylphenol,E
DB02535,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,CA2
DB02537,2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,
DB02538,"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",CDK2
DB02540,"10-formyl-5,8,10-trideazafolic acid",GART
DB02540,"10-formyl-5,8,10-trideazafolic acid",purN
DB02541,4-Hydroxybutan-1-Aminium,PRSS3
DB02542,(4s)-5-Fluoro-L-Leucine,UBB
DB02543,Pyrrole-2-Carboxylate,soxA
DB02544,"N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine",shc
DB02545,Fexaramine,NR1H4
DB02546,Vorinostat,HDAC1
DB02546,Vorinostat,HDAC2
DB02546,Vorinostat,HDAC3
DB02546,Vorinostat,HDAC6
DB02546,Vorinostat,HDAC8
DB02546,Vorinostat,HDAC1
DB02547,Guanosine-5'-Diphosphate-Rhamnose,GMDS
DB02548,D-glucitol 6-phosphate,GPI
DB02549,3'-O-Acetylthymidine-5'-diphosphate,rfbC
DB02550,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",HSP90AA1
DB02551,"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",PLAU
DB02552,Geranyl Diphosphate,FDPS
DB02552,Geranyl Diphosphate,ispF
DB02552,Geranyl Diphosphate,
DB02552,Geranyl Diphosphate,GGPS1
DB02552,Geranyl Diphosphate,
DB02552,Geranyl Diphosphate,uppS
DB02552,Geranyl Diphosphate,ispF
DB02552,Geranyl Diphosphate,ispDF
DB02553,Glutathionylspermidine disulfide,GSR
DB02555,SP4160,IL2
DB02556,D-Phenylalanine,KYAT1
DB02556,D-Phenylalanine,CRH
DB02557,Phosphoramidon,MME
DB02557,Phosphoramidon,KEL
DB02558,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,MME
DB02559,"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",DHFR
DB02559,"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",
DB02560,[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,subC
DB02561,Beta-D-Fructopyranose,lecB
DB02562,"Quinonoid 7,8-Tetrahydrobiopterin",PAH
DB02563,Hexanoyl-CoA,ECHS1
DB02565,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,DRD2
DB02565,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,DRD3
DB02565,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,HDAC8
DB02566,8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,tpdA
DB02566,8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,rplK
DB02567,PD173955,PDGFRB
DB02567,PD173955,FGFR1
DB02567,PD173955,SRC
DB02567,PD173955,LCK
DB02567,PD173955,PDGFRA
DB02567,PD173955,ABL
DB02568,Peldesine,PNP
DB02569,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",NME1
DB02570,PD150606,CAPNS1
DB02571,Allysine,ansB
DB02572,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",ctxB
DB02573,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",RNASE1
DB02574,BV2,ctxB
DB02576,F-Loop of Vitamin B12,glmS
DB02578,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,
DB02579,Acrylic Acid,bla
DB02580,Pentaglyme,PFN2
DB02580,Pentaglyme,bpuJIR
DB02580,Pentaglyme,nir
DB02580,Pentaglyme,
DB02580,Pentaglyme,
DB02580,Pentaglyme,
DB02580,Pentaglyme,gpmA
DB02580,Pentaglyme,purA
DB02580,Pentaglyme,
DB02580,Pentaglyme,
DB02580,Pentaglyme,
DB02581,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",IL2
DB02583,"N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",DHFR
DB02585,4-(Hydroxymethyl)Benzamidine,PRSS3
DB02586,"4,7-Dimethyl-[1,10]Phenanthroline",azu
DB02587,Colforsin,ADCY1
DB02587,Colforsin,ADCY2
DB02587,Colforsin,GNAS
DB02587,Colforsin,ADCY5
DB02587,Colforsin,CFTR
DB02587,Colforsin,KCNMA1
DB02587,Colforsin,CREBBP
DB02587,Colforsin,MAPK1
DB02587,Colforsin,MUC2
DB02587,Colforsin,SERPINE1
DB02588,"(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",ampC
DB02589,Se-Ethyl-Isoselenourea,NOS3
DB02590,Abequose,9
DB02591,"5,6-Dimethylbenzimidazole",cobT
DB02592,Carbaphosphonate,aroB
DB02593,"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",ccrA
DB02594,Doxecitine,TK2
DB02594,Doxecitine,TK1
DB02594,Doxecitine,DCK
DB02595,"(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",mltB
DB02595,"(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",slt
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",folK
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",panC
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",nadE
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",NMNAT3
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",cyaC
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",4
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",lipJ
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",carA
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",MME
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",PARP1
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",npr
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",nprS
DB02598,"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",PAM
DB02599,"2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",tgt
DB02600,Oseltamivir acid,NA
DB02602,AL7182,CA2
DB02603,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,CDK2
DB02604,2-Deoxy-Glucose-6-Phosphate,PYGM
DB02606,2-Butanol,adh
DB02607,Adenosine Phosphonoacetic Acid,NME1
DB02608,"N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide",
DB02609,4-Hydroxy-L-Threonine-5-Monophosphate,pdxA
DB02610,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",CA2
DB02611,Balanol Analog 1,PRKACA
DB02613,Capric dimethyl amine oxide,
DB02613,Capric dimethyl amine oxide,PNLIPRP2
DB02613,Capric dimethyl amine oxide,fhuA
DB02613,Capric dimethyl amine oxide,DHODH
DB02613,Capric dimethyl amine oxide,lytA
DB02614,1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,bla
DB02614,1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,bla
DB02615,Compound 19,ESR1
DB02615,Compound 19,PTPN1
DB02616,FR117016,ADA
DB02617,"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",camC
DB02620,3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,PTPN1
DB02621,Latrunculin A,ACTA1
DB02621,Latrunculin A,GSN
DB02621,Latrunculin A,
DB02622,2-(Oxalyl-Amino)-Benzoic Acid,PTPN1
DB02623,Aminophosphonic acid-guanylate ester,CDC42
DB02624,Homoserine Lactone,SLC9A1
DB02625,(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,
DB02626,Phenylferricrocin-iron,fhuA
DB02627,"4,4'-Biphenyldiboronic Acid",blaZ
DB02627,"4,4'-Biphenyldiboronic Acid",ampC
DB02628,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",XIAP
DB02629,"N,N-[2,5-O-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]",gag-pol
DB02630,L-xylitol 5-phosphate,ulaD
DB02632,4-nitrophenyl-beta-D-galactoside,lacA
DB02632,4-nitrophenyl-beta-D-galactoside,lacZ
DB02633,Cibacron Blue,HPGDS
DB02633,Cibacron Blue,NQO1
DB02633,Cibacron Blue,GSTP1
DB02635,N-[O-Phosphono-Pyridoxyl]-Isoleucine,BCAT2
DB02636,"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",PLA2G2E
DB02637,Oxaloacetate Ion,CS
DB02637,Oxaloacetate Ion,mdh
DB02637,Oxaloacetate Ion,SPR
DB02637,Oxaloacetate Ion,
DB02637,Oxaloacetate Ion,
DB02638,Terlipressin,AVPR1A
DB02638,Terlipressin,AVPR1B
DB02638,Terlipressin,AVPR2
DB02640,Fumagillin,METAP2
DB02641,Heptanamide,limA
DB02642,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,blaZ
DB02642,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,bla
DB02642,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,bla
DB02643,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",IGF1
DB02643,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",MAOB
DB02643,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",L2
DB02644,N-omega-propyl-L-arginine,NOS2
DB02644,N-omega-propyl-L-arginine,NOS1
DB02645,"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",spoII
DB02646,Nitrosoethane,MB
DB02647,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,CDK2
DB02648,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,CRAT
DB02648,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,CROT
DB02649,3-Amino-3-Oxopropanoic Acid,
DB02651,"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",PTPN1
DB02652,L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,CPA1
DB02655,D-Aspartic Acid,GRIN1
DB02655,D-Aspartic Acid,GRIN2A
DB02655,D-Aspartic Acid,GRIN2B
DB02655,D-Aspartic Acid,nprS
DB02655,D-Aspartic Acid,ansB
DB02656,LY-294002,PIK3CG
DB02656,LY-294002,PIM1
DB02657,Glucosamine 6-Phosphate,glmS
DB02657,Glucosamine 6-Phosphate,nagA
DB02658,"2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",bglA
DB02659,Cholic Acid,PLA2G1B
DB02659,Cholic Acid,FECH
DB02659,Cholic Acid,CES1
DB02659,Cholic Acid,ADH1C
DB02659,Cholic Acid,ESRRG
DB02659,Cholic Acid,FABP6
DB02659,Cholic Acid,COX4I1
DB02659,Cholic Acid,MT-CO1
DB02659,Cholic Acid,MT-CO2
DB02659,Cholic Acid,MT-CO3
DB02659,Cholic Acid,COX5A
DB02659,Cholic Acid,COX5B
DB02659,Cholic Acid,COX6C
DB02659,Cholic Acid,COX7B
DB02659,Cholic Acid,COX7C
DB02659,Cholic Acid,COX8A
DB02659,Cholic Acid,COX6A2
DB02659,Cholic Acid,COX6B1
DB02659,Cholic Acid,COX7A1
DB02659,Cholic Acid,cbh
DB02659,Cholic Acid,NR1H4
DB02659,Cholic Acid,GPBAR1
DB02660,Filaminast,PDE4B
DB02661,"Adenosine-5'-diphosphate-2',3'-vanadate",PAPSS1
DB02662,Novo Nordisk a/S Compound,PTPN1
DB02663,2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid,glnA
DB02664,1-Butane Boronic Acid,
DB02665,"(1R,2S)-2-Phenylcyclopropanaminium",PRSS1
DB02666,(C8-R)-hydantocidin 5'-phosphate,Adss
DB02666,(C8-R)-hydantocidin 5'-phosphate,purA
DB02667,Vitamin B 12 factor IIIm,
DB02668,JE-2147,gag-pol
DB02668,JE-2147,gag-pol
DB02669,RB106,PARP1
DB02669,RB106,npr
DB02669,RB106,nprS
DB02670,4-Deoxy-Alpha-D-Glucose,
DB02670,4-Deoxy-Alpha-D-Glucose,SMARCA5
DB02671,1-Methylimidazole,MB
DB02671,1-Methylimidazole,fixL
DB02673,"(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",ACHE
DB02674,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",
DB02676,"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",PDE4D
DB02677,D-naphthyl-1-acetamido boronic acid alanine,subC
DB02678,beta-D-Galactosamine,LGALS7
DB02679,Cyanamide,CTSK
DB02679,Cyanamide,CA2
DB02680,"1,3-Dinitrobenzene",manA
DB02681,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",udp
DB02681,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",CKS1B
DB02683,Inhibitor Bea428,gag-pol
DB02684,5'-O-(L-Cysteinylsulfamoyl)adenosine,EPRS1
DB02685,3-Methylphenylalanine,CTSB
DB02686,Undecyl-Beta-D-Maltopyranoside,ntpK
DB02688,"2,3-Didehydroalanine",mrsA
DB02689,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,ARG1
DB02690,NU1025,PARP1
DB02691,Glycocholic acid,FABP6
DB02693,"(4S,5S)-1,2-dithiane-4,5-diol",ribH
DB02694,Pantoyl Adenylate,panC
DB02695,O1-Pentyl-Mannose,
DB02696,"6-Aminohexyl-uridine-C1,5'-diphosphate",B4GALT1
DB02697,Hydroxyaminovaline,MMP3
DB02697,Hydroxyaminovaline,MMP13
DB02700,3-Deoxy-D-Glucosamine,fhuA
DB02701,Nicotinamide,BST1
DB02701,Nicotinamide,eta
DB02701,Nicotinamide,PARP1
DB02701,Nicotinamide,SIRT5
DB02701,Nicotinamide,LDHA
DB02702,XV638,gag-pol
DB02703,Fusidic acid,fusA
