Gene1,Gene2,Score
AURKA,CAMK1,1.70841474601256
PLD1,ACTG1,1.70840259309054
FTSJ3,DDX49,1.70840183185402
POU3F3,POU4F1,1.70839666387556
NOS1,CAMK2A,1.70838000752833
PRSS16,KCNN4,1.70837247374254
CNGA1,RD3,1.70836718994118
CLEC12A,PLG,1.70834642287
KLRF1,PLG,1.70834642287
DLG1,IRAK1,1.70832900316717
PAICS,NUDCD1,1.7083279292872
CDKN3,BIRC5,1.70829541005661
MBP,PRKCD,1.70828916883881
ITGA2B,ZNF665,1.70828747646992
LSS,UTP14C,1.7082729416484
MAPK8IP2,MAPK10,1.70827286464158
NUSAP1,PRIM1,1.7082701902828
RPL7A,TPT1,1.7082505158207
MFNG,CCNE1,1.70822851964625
ETS2,JUND,1.70822313149306
EEF1A1,SMARCC1,1.70821261289876
PPM1L,MAP2K6,1.70819184063437
YME1L1,RAP2B,1.70818504381105
TUBA1A,CDK5RAP3,1.7081792110345
MRE11,BICD1,1.70816634380558
ASNS,SFXN5,1.7081605798099
STK38,PRKCB,1.70814291392076
KCNA3,SCN8A,1.70814057262897
MAGI3,CDHR1,1.70812752785201
IKZF2,MEMO1,1.70812404412299
IKZF3,MEMO1,1.70812404412299
RPS13,TBCD,1.70810948298561
GAPDH,PFKP,1.7080761054338
APOA2,PLAT,1.70806239487034
MPP7,CDKL2,1.70806117501142
HUNK,MAGI2,1.70805727959223
PPM1K,MAP2K5,1.70805706749727
HIBCH,ATP6V1E1,1.70805650828712
PHLPP2,OTOF,1.70805542316015
CEBPE,FGFR4,1.70805051844753
RSL24D1,GNL3L,1.70800264247941
PIERCE1,RBP1,1.70797751876462
GNAQ,GNB4,1.70797042460812
TWSG1,BMP4,1.70796938959439
DLG1,PTK2,1.70796168049448
PRKAG3,SMARCB1,1.70795115014484
ANKRA2,HDAC4,1.70794437554137
ADRM1,MAP2K7,1.70793598747038
ACOX1,CROT,1.70792549404027
LIG3,PCNA,1.7079167109246
APRT,RPL19,1.70789813036191
TTN,ACTN2,1.70789782692223
CCT6B,GARS1,1.70789552570617
PAICS,CKS2,1.70789506630986
PSMD2,UBE2G2,1.70788978000997
G6PD,SORD,1.70788978000997
POLR3A,TOMM70,1.70788978000997
CTDSPL,PLD1,1.70788978000997
CTDSP2,PLD1,1.70788978000997
POLR3A,POLR2G,1.70788978000997
CFAP57,DDB2,1.70788663034412
DLG2,CAMK2B,1.70788380607855
UBE2D3,CCNA1,1.70787634714874
PPA1,SRP68,1.70786248268612
ZBTB9,UBE2D2,1.70783598466679
COX5B,PRR13,1.70782948928345
FCGR3A,CD8A,1.70782801487518
PSMB1,RPL37,1.70782722394388
KLF6,ZNF7,1.70781380764894
KLF6,ZNF214,1.70781380764894
KLF6,ZNF419,1.70781380764894
SQLE,MOGAT2,1.70779969866683
PSMD12,SQLE,1.70779969866683
NCBP2,XRCC3,1.70779969866683
MAP4K5,RPE,1.7077816047717
NAA20,ACTC1,1.70777455252169
TUBB,ACTA2,1.70777431689277
TUBB,ACTG2,1.70777431689277
TUBB2B,ACTA2,1.70777431689277
TUBB2B,ACTG2,1.70777431689277
ZNF224,SLC30A1,1.70775942766425
DNAJA2,LARP1,1.7077577093221
SMC1B,POLE,1.70775227052092
CLUH,EIF5B,1.70773844028014
GSK3A,MAK,1.70771698125541
TPX2,TCF19,1.70770720834351
FOSB,NFE2,1.70770632856412
AGAP1,CCND2,1.70770348832202
DNAJA1,YBEY,1.70769856491617
ORC2,H3C4,1.70769449972601
ORC2,H3C1,1.70769449972601
ORC2,H3C11,1.70769449972601
ORC2,H3C3,1.70769449972601
ORC2,H3C6,1.70769449972601
ORC2,H3C8,1.70769449972601
ORC2,H3C12,1.70769449972601
ORC2,H3C10,1.70769449972601
ORC2,H3C2,1.70769449972601
ORC2,H3C7,1.70769449972601
NCOA6,GHR,1.7076928862903
CTSL,CD74,1.70768851822121
RPE,ACVR2A,1.70768266653759
PTPRF,TBC1D10A,1.70767220236896
IFIT1,IFIH1,1.70767123170693
RAC1,MAP4K4,1.7076671935023
DLG1,CDK16,1.70765443019562
TRIB1,NOP2,1.70765386714021
OXA1L,PRPSAP1,1.70763314412563
HOXB6,ARID1A,1.70763233491642
KRAS,PPP2CA,1.70762769906839
EZH2,TMEM248,1.70762768566086
PAMR1,BCAN,1.70761535414948
CLTB,ERH,1.70761143266917
SALL3,PCSK2,1.70760294439531
COPZ1,PRDX6,1.70758872220139
PDLIM3,PYGM,1.70758195095113
METTL1,NSUN2,1.70757296600511
SUFU,PRKACG,1.70757202695487
SPATA13,ZDHHC13,1.70756646399061
MPHOSPH10,PPP6R3,1.70752281707583
DHRS2,GPX2,1.70751743831166
SNED1,BCAN,1.70749864047455
PIM1,CAMK1D,1.70749840313887
VCAN,PAMR1,1.70749221038085
CHCHD2,UQCRB,1.70747817482034
SNX32,ESYT3,1.70747786596799
ITGA5,ZNF160,1.70747579478662
GNB2,XPO5,1.70747246783569
RBBP5,SUPT4H1,1.707461944839
CYP11A1,FCN2,1.70745928696621
KIF2C,GTSE1,1.70745779645023
ARFRP1,SNX1,1.70743559191646
PAPOLA,NOTCH1,1.70743041642413
TAPBP,CALR,1.70742806133248
MAL2,SNCG,1.70742788345369
CEBPE,AEBP2,1.70741340379242
RHOA,ARHGAP29,1.70741244046296
ARHGAP45,RHOA,1.70741244046296
SIK3,PALS2,1.70741025366904
ALYREF,PRMT8,1.70740045967659
GEMIN5,RXRB,1.70738406291099
HSPA1A,TTC1,1.7073828415696
PPM1E,LCK,1.70734292805186
DNM2,EPN3,1.70732895602953
HRAS,RAB13,1.70732285293427
CHERP,GPATCH3,1.7073051996228
CHERP,PINX1,1.7073051996228
CHERP,GPATCH4,1.7073051996228
CHERP,TFIP11,1.7073051996228
ATAD3A,TUBA1C,1.70728719524257
ALDH1A1,ALDH4A1,1.70727338713016
WDR89,UBE2A,1.70727063133936
KDR,RPE,1.70726717455258
PIK3CG,PI4K2B,1.70725373219686
PIK3CG,PI4K2A,1.70725373219686
HMGB2,RPS19,1.70724867810834
ARF3,RPL11,1.70722315740799
H2AC7,RPL6,1.70719684493386
CTSD,SLC13A5,1.70718073178214
NOP2,COQ8A,1.70716102574438
SV2C,POU4F1,1.70714929828297
RPL26L1,ATP6V1D,1.70714581091969
PARP4,PARP14,1.70714483784049
RAD51C,SRP72,1.70714091723391
NOP58,TRMT1,1.7071374311635
TICAM1,TRAM1,1.70713585364816
TRIB1,NSUN5P2,1.70712500526712
MYO9B,RASSF5,1.70710127212773
CHEK1,AATF,1.70709587029511
APBB1IP,TF,1.70708712814708
RPSA,ISYNA1,1.7070681908125
PALS1,DDR1,1.70706573257358
RBM24,ZFR,1.70705572128446
COL9A1,COMP,1.70705281175991
ZNF791,ITGB7,1.7070500191258
HMGB3,H2AC21,1.70703824629182
CPEB3,HOXC6,1.70703601051059
TSFM,CRISPLD1,1.70703000118965
PRR15,IMPDH2,1.70701317479975
SUGP1,GPANK1,1.70699580444112
SUGP2,GPANK1,1.70699580444112
HIBADH,PCNA,1.7069885351249
LMTK2,PPM1G,1.70697525681885
RRS1,PSMD13,1.70697158484768
C1QC,LY86,1.70696355447024
HNRNPUL1,NXF3,1.70695471635575
ENO3,CDK18,1.70694584904097
NLGN1,LAMA5,1.70693068656073
ETV7,SPRY4,1.70692528839687
ZRANB2,NUP153,1.70691804825596
RMND5B,YPEL3,1.70691754349508
SNAP25,UBA52,1.7069098877708
GLI3,ZFHX4,1.70690130303462
CRY1,CTSA,1.70690085662114
NOP2,ROCK1,1.70689871872684
HSD11B1,TIE1,1.70689613531881
CTSA,PRKACG,1.70688918534729
YWHAQ,EPB41L1,1.70686933898774
IFITM3,BHLHE41,1.70686158120357
PLCG1,SYN1,1.70685617639873
IMPDH1,DDX27,1.70685555068112
APOC2,SERPINA7,1.70684089646422
CDK3,PRKCQ,1.7068288875769
CYTOR,APBB1IP,1.70682765889698
EP300,PELP1,1.70680994256217
KRR1,GAR1,1.70680752166706
FAAH,HMGCS2,1.70680563519133
H2BC13,TBCK,1.70679584196085
SMAD4,CCNE2,1.70678436465838
ITGA8,ZNF616,1.70677422787709
ZNF709,ITGA8,1.70677422787709
ZNF611,ITGA8,1.70677422787709
ZNF560,ITGA8,1.70677422787709
ZNF227,ITGA8,1.70677422787709
ZNF493,ITGA8,1.70677422787709
ZNF33B,ITGA8,1.70677422787709
DLG2,FLT4,1.70677208661989
FEN1,UBE2T,1.70675669712618
ESR1,HLA-DQB2,1.70674366547685
PABPC1,EIF5A2,1.70674366115236
MICOS10,RPS8,1.70673162458451
NFKBIE,SFPQ,1.70672043198745
TUBB4A,TBP,1.70671519365463
BPNT1,AK2,1.70670922888092
STK38L,UBE2R2,1.70670543133006
MAPK14,PLCG1,1.70670543133006
LSM6,IMP3,1.70670480354442
GTPBP4,DCAF13,1.70670374602568
LSM5,TRMT1L,1.70669027165316
PRPF8,LARP1,1.70668995745953
DHX37,PPP6R2,1.70668608660506
KIF4A,MELK,1.70668381192443
SLC41A1,DOHH,1.70668009900655
CSF1R,ITGB2,1.70667395036247
CKM,EXO1,1.7066687878582
CKB,EXO1,1.7066687878582
NOMO1,HDLBP,1.70664357248191
TBL2,PEX7,1.70663602780022
SCG3,CAMK2B,1.70663472010979
ATP6V0A4,PSMA2,1.70661967138054
COG4,SMARCA4,1.70661472219223
CYP1B1,NDP,1.70661272928543
CNOT6,RPLP1,1.70660215462679
MATK,MPP4,1.7066014343755
DVL3,PPM1A,1.70658293212377
FBXO7,CUL1,1.70656046934046
INCENP,AURKC,1.7065599408868
RAP1A,RASSF5,1.70655602292231
HRAS,PPP2R2C,1.70655434677792
FGFR1,UGDH,1.70655197554452
PLEKHG3,HACD1,1.70654739271877
MYO1F,CDC50A,1.70652734727873
ACAT1,EIF3A,1.70649682113463
ERBB2,VEGFC,1.70648359442411
LDHAL6A,SUCLG2,1.70646663255235
PRKACB,BRSK2,1.70645640533758
PRKACA,BRSK2,1.70645640533758
ARX,PRDM13,1.7064487269635
LSM6,PSMA7,1.70643621570358
RAB10,NSF,1.70643421506758
ATP5F1B,RPS8,1.70643148654671
PAX8,CCNE1,1.70642267469495
COPS5,CUL5,1.70642091849503
MECOM,HSP90AA1,1.70640931265054
MPP3,RPE,1.70638668094637
YWHAB,USP9Y,1.70638532273432
ZNF593,RSL24D1,1.70638475820782
TAS2R5,DPM1,1.70637838412222
PHC2,GLI1,1.70636831255943
DIS3,PALS2,1.70633711141582
NALCN,BRSK1,1.70633168181233
RPL13A,SKIC2,1.70633168181233
SDSL,ORC5,1.70633168181233
LOXL2,PERP,1.70632796719479
ELAVL1,KPNB1,1.70632788436408
CSNK2A2,HMGA1,1.70632286108824
PATL1,PFAS,1.70631936594019
PAPOLA,DDX19A,1.70631936594019
PALS2,SRPK2,1.70631232490576
MTHFD1,RPS4Y1,1.70630910577797
MKNK1,PPM1F,1.70630200602807
ALG1,SLC7A4,1.70628320486749
CORO1B,RPS7,1.70628034104278
LMNB1,RBBP7,1.70627496976856
KANK1,AHI1,1.70627496301624
RAB6A,SORT1,1.70627010743789
PABPC1,WDR1,1.70627010743789
SIN3A,TPM3,1.70627010743789
CILK1,PSMC1,1.70627010743789
ZNF827,SORT1,1.70627010743789
ZNF827,SORCS2,1.70627010743789
CLCN5,SORT1,1.70627010743789
CLCN5,SORCS2,1.70627010743789
PABPC1,H2BC7,1.70627010743789
KAT5,SIN3A,1.70627010743789
SORCS2,RAB6A,1.70627010743789
PABPC1,H2BC4,1.70627010743789
PABPC1,H2BC21,1.70627010743789
PABPC1,H2BC6,1.70627010743789
PABPC1,H2BC9,1.70627010743789
PABPC1,H2BC8,1.70627010743789
PABPC1,H2BC10,1.70627010743789
PABPC1,H2BC17,1.70627010743789
BMPR1B,ACVRL1,1.70626780514272
ZER1,FLNB,1.70626684796652
CTSD,NSF,1.70625004144596
SCAMP2,TRIM33,1.70620938903822
DLG2,PRKY,1.70619816929501
MET,PTPRB,1.70618988588911
PUS10,DPH1,1.70618942787142
MYLK4,NOP2,1.70618426955795
HOXA10,HOXC6,1.70618055418778
SLC35G1,MRS2,1.70617832043942
HRAS,CDC25C,1.70617701184705
SMURF1,NAA16,1.70617516309699
PPP2R2D,ROS1,1.70614939867448
IGF2BP3,SRPK3,1.70611445479188
IGF2BP3,SRPK1,1.70611445479188
KRAS,BARHL1,1.70610772915316
AHSG,APBB1IP,1.70610528650311
AKT2,NSUN5P2,1.70609203838987
SORBS3,FNBP1L,1.70608576337999
NELL2,PLXDC2,1.70608063162824
TOMM40,C4BPA,1.70607227838861
LSM6,RPL3,1.70607076465013
LSM6,RPSA,1.70607076465013
LSM6,SEC61A2,1.70607076465013
RPSA2,RPL36AL,1.70607076465013
LSM6,RPL3L,1.70607076465013
RPSA2,RPL36A,1.70607076465013
LSM6,RPS2,1.70607076465013
RPL36AL,RPS14,1.70607076465013
LSM6,RPS5,1.70607076465013
LSM6,RPS14,1.70607076465013
LSM6,RPS23,1.70607076465013
LSM6,RPL23,1.70607076465013
RPSA2,RPL31,1.70607076465013
SEC61A2,RPL36A,1.70607076465013
SEC61A2,RPL36AL,1.70607076465013
SEC61A2,RPL31,1.70607076465013
LSM6,RPL11,1.70607076465013
LSM6,RPL13A,1.70607076465013
LSM6,RPSA2,1.70607076465013
RPL3L,RPL36AL,1.70607076465013
MAD1L1,ZW10,1.70606982183511
NOP2,RAF1,1.70606294524034
POLR3G,SURF6,1.70602906278503
GPR156,PRPF4,1.70602156723141
ATP5F1B,TKT,1.70600969659221
GATB,UQCC2,1.70599822852192
DLG1,ULK1,1.70599771183126
PPM1E,RPS6KC1,1.70599554487188
RER1,CANX,1.70598842497573
SP110,UBE2L6,1.70597284591203
HOXC10,CBX4,1.70597214100664
HSP90AB1,PRDX6,1.70596788600624
DNAH5,RPS28,1.7059656868023
KDM4A,G3BP2,1.70595948128726
AMN1,TBCK,1.70595472590218
MYO1F,CAPZA1,1.70595015678699
MAP2K2,PPM1F,1.70594817683807
MPHOSPH10,ZNF593,1.70592911730389
PRPF6,ACTG2,1.70590579715056
PRPF6,ACTA2,1.70590579715056
ACTR3,ACTG2,1.70590579715056
ACTR3,ACTA2,1.70590579715056
ACTR3B,ACTG2,1.70590579715056
ACTG2,CAPZB,1.70590579715056
ACTA2,CAPZB,1.70590579715056
ACTR3B,ACTA2,1.70590579715056
NSUN5,MRM1,1.70590391405554
DARS1,E2F4,1.70590149691589
SPEN,HOXA6,1.70589810800959
SMARCB1,CCNE1,1.70588529220247
AGO4,CLEC2B,1.70588104469199
EXOSC7,MRPS15,1.70587088167873
GTF2A2,ROS1,1.70586933506755
GMEB1,CASP9,1.70586890586411
MRPL2,RPL12,1.70585558243993
ETS1,NRAS,1.70585556804371
ZBTB33,ARCN1,1.70584371531919
HSPA5,NOP2,1.7058215942977
HJURP,CDC45,1.70582104830215
NSUN6,ACVRL1,1.70580997411842
KPNA1,STAT3,1.70579583510984
H2AX,TADA2A,1.70578822370846
TADA2A,H2AC6,1.70578822370846
BACH2,SUV39H2,1.70578294759137
ALG11,ELOVL5,1.70577548163422
DRG1,RPLP0,1.70575394172942
CNGA1,PLCD4,1.70574946032348
RAP2A,RBFA,1.70573655335406
CREB3L1,COPB2,1.70573387353836
ETS2,TFDP2,1.70573351271673
KSR1,MAGI1,1.70572435745984
CACNG3,CLDN17,1.70570177945777
CACNG3,CLDN8,1.70570177945777
FCHO2,EME1,1.70569234100227
ACTB,SCD,1.70569191667545
SCD,ACTG1,1.70569191667545
PAK2,ABCB1,1.70569191667545
NRAS,TAF4,1.70569097799955
RBPJ,DLL4,1.70568252564497
GLI3,MYOD1,1.70566451254785
RPL39L,PSMB1,1.70566217064402
ARAF,RAC2,1.70563938553854
IRGQ,NSF,1.70563173109625
H2AC1,KAT2A,1.70561177046759
COQ2,PNPO,1.70560120261833
MET,PCBD2,1.70559276868513
CTNNA2,DLG3,1.70559164321383
UTP20,DDX56,1.70556244007209
UTP20,MRPL17,1.70556244007209
ATP6V0A4,ATP6V1E2,1.70555605043367
EBNA1BP2,SDAD1,1.70555396054651
VWCE,MYCN,1.70554934772525
PWP1,WDR70,1.70554740063822
PYDC1,NLRP9,1.70554527222749
PPP1CC,RPL35A,1.70554452682212
DLG4,BRSK1,1.70554277787918
BMPER,BMP6,1.705533539615
NACC1,PHC2,1.70551858186368
SLC25A42,PAH,1.7054915110761
CACNA1B,TRPM3,1.70547271245894
MCOLN3,CACNA1B,1.70547271245894
MCOLN2,CACNA1B,1.70547271245894
PRPH2,RHO,1.70546811062159
SGO2,PPP2CA,1.7054648223694
YIPF5,REEP6,1.70543713269287
PRKACB,PRKCA,1.70540917629839
PRKACA,PRKCA,1.70540917629839
CSNK1G2,CLTCL1,1.70540768707167
CSNK1G3,CLTCL1,1.70540768707167
TRUB2,NRAS,1.70540028608903
PRKACG,PDE8B,1.70539352661397
PHC1,DHH,1.70537574138139
RPL4,RPS2P45,1.70537313233193
CCNG1,PTBP3,1.70536914554813
CDK3,SRPK1,1.70536715217778
BACH1,SUV39H2,1.70536289467772
RAB3A,MOAP1,1.70536036068165
PLOD2,ALKBH5,1.7053509228546
P4HA3,ALKBH5,1.7053509228546
PLOD1,ALKBH5,1.7053509228546
ALKBH5,PLOD3,1.7053509228546
RRM1,CDK1,1.70534073490559
MAT1A,RPL36A,1.70533754538459
DKC1,DHX37,1.70533733436705
FSTL4,SMOC1,1.70532954387048
FSTL5,SMOC1,1.70532954387048
FSTL4,SMOC2,1.70532954387048
FSTL5,SMOC2,1.70532954387048
DLG2,NEK11,1.70529128079208
OLFML3,RPL31,1.70529035969823
FGFR1,ZFPM2,1.70528864326137
MYL9,FZD1,1.70526816909871
MPP3,PRKCI,1.70524359419824
WDR27,BRWD3,1.70523529094159
PC,TTC12,1.70523506548348
DDX5,DDX31,1.70523318604367
GABARAPL1,TUBA1C,1.70522815201602
SLU7,TUBA1C,1.70522815201602
RPS6,EIF4G3,1.70522721102711
NOB1,PRMT1,1.7052188089047
CCT2,STIP1,1.70520711258988
CYB5R4,CDK15,1.70520224167157
CYB5R4,CDK14,1.70520224167157
TAGLN3,NUDT11,1.70519580696338
KCNT2,TENT5A,1.7051822764428
PSMA4,UBQLN4,1.70517913981366
LHFPL4,UNC79,1.70516292355546
MCTS1,RPL12,1.70515688941025
NUBP1,UCKL1,1.7051529671661
RBBP5,CORO7,1.70514400464616
MRPL30,CMPK1,1.70514012086496
SPAG16,SPAG6,1.70512996016676
MGLL,DPP8,1.70512713506208
MGLL,DPP9,1.70512713506208
DPP8,BPHL,1.70512713506208
BPHL,DPP9,1.70512713506208
MPP7,TLK1,1.70512361590939
MAP3K4,PTPN11,1.705114674088
ATP13A1,TMEM94,1.70510673954443
ATP8A1,TMEM94,1.70510673954443
MYO1E,RAB5B,1.7051047456511
CDC50A,RAB5B,1.7051047456511
GATA6,PTCH2,1.70509906380334
LRRC47,RPL5,1.70509889360912
NSUN5P2,KSR1,1.70509732921823
CHUK,MYL6,1.70508883528946
HOXA7,HES1,1.70507506966289
HOXA7,WNT16,1.70507506966289
MKNK2,NSUN3,1.70506643243142
CDK3,PAX6,1.70506564661007
LMOD1,WIPF1,1.70504604455035
NSMCE2,PTOV1,1.70504489296446
PI16,KIF9,1.7050435568624
RPL12,TUBB1,1.70503814587996
SMAD2,RNF123,1.70502380937386
ESR1,MED1,1.70501389377744
RNF166,PARP10,1.70501071799257
GABRD,CHRFAM7A,1.70500623976479
ENAM,TF,1.70500363042789
CSNK2A2,RPL3L,1.70499370470431
CSNK2A1,RPL3L,1.70499370470431
IPO5,H2AC14,1.70499360873593
HOXC5,CBX4,1.70497626116301
CSNK2A2,CTDP1,1.70496010103466
EPHA3,MAGI2,1.70495566293968
BICD2,BTF3,1.70493905513258
PM20D1,PGGHG,1.70492519720537
CILK1,PPM1F,1.7049072115332
NHP2,RPS15A,1.70490566524283
EPRS1,LARP1B,1.70488441298779
MKI67,NEK2,1.70486781974112
HRAS,NDRG4,1.70484163054514
RTL3,ZCCHC14,1.70484100935195
LRPPRC,EIF3E,1.7048314887572
NDUFS4,SNRPE,1.70482772871189
CDK12,CCNT1,1.70482324062036
PPP1R35,TXNRD1,1.70482154945041
TST,HMGA2,1.70481372867786
PPM1E,DYRK2,1.70481363803216
POLE3,RPS6,1.70480656372156
DLD,UQCRC1,1.70479221704897
SGK2,ILKAP,1.70478487024881
TNFRSF1A,C1R,1.70478096784287
WDR89,HSPA8,1.70476769700543
GBE1,MAN2C1,1.70476496017126
ENO3,ATP2B2,1.70476496017126
ATP8A1,CNOT6,1.70476496017126
NSUN6,MAGI1,1.70476303026262
LILRB2,ADAMTS10,1.70474757287179
EIF4A2,ACTB,1.70474262694325
RGS3,SCN5A,1.70474048801553
ARAF,RRAS,1.7047325680027
HSPA1L,MAP3K14,1.70472821356878
ZNF197,DISC1,1.70471228188464
NMNAT3,YBEY,1.70470095811242
RMI2,RAD51,1.70469301252934
GRID1,ABCG1,1.70468340985973
KARS1,KAT2B,1.70465810646414
HAT1,KAT2B,1.70465810646414
ISYNA1,SMARCD3,1.70465810646414
ISYNA1,SMARCD1,1.70465810646414
DDB2,EIF3I,1.70465115997948
DPYD,NUP210,1.70463686950711
CDK5,EVL,1.70462869511869
BANF1,BUB3,1.70460105965638
MED13L,KRAS,1.70457210632398
RHOG,GPSM3,1.70452156444356
GNL3,IMPDH1,1.70451263673836
CSF1R,MPP4,1.70450867548547
TRIB1,CEBPB,1.70450510846135
TRAPPC3,STXBP2,1.70450330764664
FBL,TRAPPC3,1.70450330764664
ANXA6,TJP1,1.70448825413384
DUSP12,POLR1C,1.70447598188759
EIF2B1,ATP6V1B2,1.70446283031488
DISC1,CEP126,1.70444922555293
ABT1,MINPP1,1.70444780822156
CDKN2B,BCORL1,1.70444564577334
PIAS1,DCLRE1A,1.70442237648971
LATS2,PALS2,1.70442088659765
FMNL2,BOD1,1.7044131969933
EIF6,PFDN5,1.70441218520167
TPK1,TRIB3,1.70441097533441
RNFT1,HS2ST1,1.70441052958001
SUPT3H,CTR9,1.70440980287781
HTATIP2,ELOVL3,1.70440488452931
SIK2,NSUN5P2,1.70439980722454
MPZL3,LRRIQ1,1.70439203742642
SUGP1,RBM17,1.70438927836971
RBM6,SUGP1,1.70438927836971
SUGP2,RBM17,1.70438927836971
SUGP2,RBM6,1.70438927836971
COP1,GRWD1,1.70438727603796
DAXX,PML,1.70437291937262
GABRG2,PPP3CA,1.70437199633499
MCF2L2,NME1,1.70436168521901
CORO1C,RPLP2,1.70435791269805
AIF1,NCF4,1.70435189716562
UTP18,BRIX1,1.70433846619018
ATP5ME,RPS6KA1,1.70432884711912
MRPS18C,TFB1M,1.70432778205119
PRDX1,RPN2,1.70432415630792
TBL1XR1,EPC1,1.70432092164656
CDCA5,CCNA2,1.70429780351311
SGO1,TRA2A,1.70428728618782
PHB2,KRAS,1.70428610900303
MAP1LC3A,LTV1,1.70428370182934
SLC2A5,ACSF2,1.70426428203736
NDUFC2,RPL27A,1.70426260454321
MPP7,PRKG2,1.70425371657304
DHX15,REXO4,1.70422610014779
TIMM10,MRPL2,1.70422513002401
MRPL42,NAA50,1.70422096413214
PFKP,TUBB6,1.70421386519623
TRIM67,BSPRY,1.7041918974756
TRIM9,BSPRY,1.7041918974756
TRIM16,TRIM67,1.7041918974756
TRIM16,TRIM9,1.7041918974756
KANSL1L,AHI1,1.70418580375379
MPP7,FGFR3,1.70417441984779
RPSA,SSBP1,1.70416895811867
PAK3,PRMT7,1.70416721744706
SERPIND1,PIPOX,1.70415916525469
CNOT2,VCP,1.70414628941511
MDH1,CALM2,1.70413993129507
MDH1,CALM1,1.70413993129507
RTN2,SLC2A1,1.70413891146582
EEF1AKMT2,RPL5,1.70413838853885
NPM1,BRIX1,1.70413324301746
RPS24,IMP4,1.70413067428427
CLUH,XPO5,1.70413067428427
ITGB7,LIMS2,1.70412923374429
KRT15,LDB1,1.70412667074364
FN1,TFDP1,1.70412620224405
APP,KCNA1,1.70411728608454
ZER1,RIOK1,1.70410660538172
GNAO1,PDE8A,1.70408996405246
GTF2A1,IST1,1.70408704375462
DLG3,PRKCB,1.70408015654876
CDIPT,SNRPB,1.70406466837042
COQ2,XPNPEP2,1.70406236927554
GNGT1,NAGA,1.70405843934054
MYO5A,RAB8B,1.70405837597501
POLR2B,RPL8,1.70405435131949
SMPDL3B,TMPPE,1.70405327639455
ADPRM,TMPPE,1.70405327639455
SMPDL3B,MPPED2,1.70405327639455
RBPJ,PKHD1L1,1.70405327639455
SMPDL3A,MPPED2,1.70405327639455
VPS29,TMPPE,1.70405327639455
SMPDL3A,TMEM62,1.70405327639455
VPS29,ADPRM,1.70405327639455
VPS29,CPPED1,1.70405327639455
VPS29,ACP5,1.70405327639455
ACP7,TMEM62,1.70405327639455
ACP7,MPPED2,1.70405327639455
ACP7,TMPPE,1.70405327639455
ACP7,ADPRM,1.70405327639455
ACP7,CPPED1,1.70405327639455
RBPJL,PKHD1,1.70405327639455
ACP7,ACP5,1.70405327639455
ACP7,VPS29,1.70405327639455
RBPJ,EXOC2,1.70405327639455
PROCA1,PATE1,1.70405327639455
RBPJ,PKHD1,1.70405327639455
SMPDL3B,TMEM62,1.70405327639455
RBPJL,EXOC2,1.70405327639455
SMPDL3B,ADPRM,1.70405327639455
SMPDL3B,CPPED1,1.70405327639455
RBPJL,PKHD1L1,1.70405327639455
SMPDL3B,ACP5,1.70405327639455
SMPDL3B,VPS29,1.70405327639455
AHSA2P,C1orf74,1.70405327639455
SMPDL3B,ACP7,1.70405327639455
PRND,TSKS,1.70405327639455
PATE1,ITPRID1,1.70405327639455
C1orf74,RILP,1.70405327639455
AHSA2P,RILP,1.70405327639455
VPS29,MPPED2,1.70405327639455
VPS29,TMEM62,1.70405327639455
PKHD1,EXOC2,1.70405327639455
ACP5,CPPED1,1.70405327639455
MCRS1,PPP1R8,1.70405327639455
MCRS1,SNIP1,1.70405327639455
MCRS1,TIFA,1.70405327639455
MCRS1,CEP170,1.70405327639455
SMPDL3A,ACP7,1.70405327639455
SMPDL3A,VPS29,1.70405327639455
SMPDL3A,ACP5,1.70405327639455
SMPDL3A,CPPED1,1.70405327639455
TIFA,CEP170,1.70405327639455
SNIP1,TIFA,1.70405327639455
MPPED2,TMEM62,1.70405327639455
TMPPE,TMEM62,1.70405327639455
TMPPE,MPPED2,1.70405327639455
ADPRM,TMEM62,1.70405327639455
ADPRM,MPPED2,1.70405327639455
SMPDL3A,ADPRM,1.70405327639455
PRNP,TSKS,1.70405327639455
EXOC2,PKHD1L1,1.70405327639455
CPPED1,TMEM62,1.70405327639455
CPPED1,MPPED2,1.70405327639455
CPPED1,TMPPE,1.70405327639455
CPPED1,ADPRM,1.70405327639455
PPP1R8,CEP170,1.70405327639455
PPP1R8,TIFA,1.70405327639455
SMPDL3A,TMPPE,1.70405327639455
ACP5,TMEM62,1.70405327639455
ACP5,MPPED2,1.70405327639455
ACP5,TMPPE,1.70405327639455
ACP5,ADPRM,1.70405327639455
PROCA1,ITPRID1,1.70405327639455
HLA-DPB1,RPL21,1.70405008123115
AMH,CHMP1A,1.70404429591444
B3GAT2,NOL4L,1.70403653119979
ABL2,HCK,1.70403328514275
EPHA5,ILKAP,1.70403090054309
SEPTIN1,AURKB,1.7040238743867
SPTLC1,CAAP1,1.7040238056781
TRIM24,TAF1B,1.70402168217272
DISC1,SMARCE1,1.70400729247821
ATP5PB,PSMA5,1.70399494831539
RPS28,H2AC20,1.70398450350023
TBC1D9B,TRAPPC10,1.70398112797965
MALT1,IGLL1,1.70394759258591
SMC4,CKS2,1.70393493171588
AGPAT1,LCP1,1.70393034382572
H2AC1,RBM28,1.70392548011045
H2AC1,GTPBP4,1.70392548011045
DCUN1D3,NCLN,1.70392475954123
