ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID,miRNA_ID,Drug_ID,Pair_ID,PairEvidenceCount
hsa-mir-140-3p,miRNA,OXALIPLATIN,DB00526,6857599,115,204,115_204,1
hsa-mir-140-5p,miRNA,DOXORUBICIN,DB00997,31703,116,89,116_89,1
hsa-mir-140-5p,miRNA,VERAPAMIL,DB00661,2520,116,21,116_21,1
hsa-mir-140-5p,miRNA,FLUOROURACIL,DB00544,3385,116,7,116_7,1
hsa-mir-140-5p,miRNA,METHOTREXATE,DB00563,126941,116,81,116_81,1
hsa-mir-140-5p,miRNA,PACLITAXEL,DB01229,36314,116,67,116_67,1
hsa-mir-140-5p,miRNA,IMATINIB,DB00619,5291,116,41,116_41,1
hsa-mir-140-5p,miRNA,ERLOTINIB,DB00530,176870,116,85,116_85,1
hsa-mir-140-5p,miRNA,GEMCITABINE,DB00441,60750,116,55,116_55,1
hsa-mir-140-5p,miRNA,GEFITINIB,DB00317,123631,116,84,116_84,1
hsa-mir-140-5p,miRNA,PLATINUM,DB12257,23939,116,188,116_188,1
hsa-mir-140-5p,miRNA,MITOXANTRONE,DB01204,4212,116,22,116_22,1
hsa-mir-140-5p,miRNA,SORAFENIB,DB00398,216239,116,74,116_74,1
hsa-mir-140-5p,miRNA,CISPLATIN,DB00515,5460033,116,103,116_103,1
hsa-mir-140-5p,miRNA,DABRAFENIB,DB08912,44462760,116,142,116_142,1
hsa-mir-140-5p,miRNA,VEMURAFENIB,DB08881,42611257,116,148,116_148,1
hsa-mir-140-5p,miRNA,DAUNORUBICIN,DB00694,30323,116,88,116_88,1
hsa-mir-140-5p,miRNA,FULVESTRANT,DB00947,17756771,116,134,116_134,1
hsa-mir-140-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,116,174,116_174,1
hsa-mir-140-5p,miRNA,CAMPTOTHECIN,DB04690,24360,116,186,116_186,1
hsa-mir-141-3p,miRNA,DOXORUBICIN,DB00997,31703,117,89,117_89,1
hsa-mir-141-3p,miRNA,VERAPAMIL,DB00661,2520,117,21,117_21,1
hsa-mir-141-3p,miRNA,CISPLATIN,DB00515,5460033,117,103,117_103,1
hsa-mir-141-3p,miRNA,VINCRISTINE,DB00541,5978,117,177,117_177,1
hsa-mir-141-3p,miRNA,DAUNORUBICIN,DB00694,30323,117,88,117_88,2
hsa-mir-141-3p,miRNA,PREDNISOLONE,DB00860,5755,117,44,117_44,1
hsa-mir-141-3p,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226,117,205,117_205,1
hsa-mir-141-3p,miRNA,DOCETAXEL,DB01248,148124,117,3,117_3,1
hsa-mir-141-3p,miRNA,TAMOXIFEN,DB00675,2733525,117,123,117_123,1
hsa-mir-141-3p,miRNA,ERLOTINIB,DB00530,176870,117,85,117_85,1
hsa-mir-141-3p,miRNA,FLUOROURACIL,DB00544,3385,117,7,117_7,1
hsa-mir-141-3p,miRNA,SUNITINIB,DB01268,5329102,117,94,117_94,1
hsa-mir-141-3p,miRNA,"N-[(2R)-2,3-DIHYDROXYPROPOXY]-3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]BENZAMIDE",,9826528,117,122,117_122,1
hsa-mir-141-3p,miRNA,GEMCITABINE,DB00441,60750,117,55,117_55,1
hsa-mir-141-3p,miRNA,PACLITAXEL,DB01229,36314,117,67,117_67,2
hsa-mir-141-3p,miRNA,OXALIPLATIN,DB00526,6857599,117,204,117_204,1
hsa-mir-141-3p,miRNA,EPOXOMICIN,,11226684,117,185,117_185,1
hsa-mir-141-3p,miRNA,CARBOPLATIN,DB00958,38904,117,90,117_90,1
hsa-mir-141-3p,miRNA,PLATINUM,DB12257,23939,117,188,117_188,1
hsa-mir-141-3p,miRNA,GEFITINIB,DB00317,123631,117,84,117_84,1
hsa-mir-141-3p,miRNA,METFORMIN,DB00331,4091,117,18,117_18,1
hsa-mir-141-3p,miRNA,ANTHRACYCLINE,DB00694,30323,117,88,117_88,2
hsa-mir-141-3p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,117,16,117_16,1
hsa-mir-141-3p,miRNA,TAXOL,DB01229,36314,117,67,117_67,2
hsa-mir-141-3p,miRNA,METHOTREXATE,DB00563,126941,117,81,117_81,1
hsa-mir-142-3p,miRNA,PLATINUM,DB12257,23939,118,188,118_188,1
hsa-mir-142-3p,miRNA,MITOXANTRONE,DB01204,4212,118,22,118_22,1
hsa-mir-142-3p,miRNA,TAMOXIFEN,DB00675,2733525,118,123,118_123,1
hsa-mir-142-3p,miRNA,CISPLATIN,DB00515,5460033,118,103,118_103,1
hsa-mir-142-3p,miRNA,DOXORUBICIN,DB00997,31703,118,89,118_89,1
hsa-mir-142-3p,miRNA,TRETINOIN,DB00755,5538,118,175,118_175,1
hsa-mir-142-3p,miRNA,DAUNORUBICIN,DB00694,30323,118,88,118_88,1
hsa-mir-142-3p,miRNA,SORAFENIB,DB00398,216239,118,74,118_74,1
hsa-mir-142-3p,miRNA,CERITINIB,DB09063,57379345,118,160,118_160,1
hsa-mir-142-3p,miRNA,PANOBINOSTAT,DB06603,6918837,118,129,118_129,1
hsa-mir-142-3p,miRNA,DEXAMETHASONE,DB01234,5743,118,43,118_43,1
hsa-mir-142-3p,miRNA,FLUOROURACIL,DB00544,3385,118,7,118_7,1
hsa-mir-142-3p,miRNA,IMATINIB,DB00619,5291,118,41,118_41,1
hsa-mir-142-5p,miRNA,PACLITAXEL,DB01229,36314,119,67,119_67,2
hsa-mir-142-5p,miRNA,IMATINIB,DB00619,5291,119,41,119_41,1
hsa-mir-142-5p,miRNA,CERITINIB,DB09063,57379345,119,160,119_160,1
hsa-mir-142-5p,miRNA,CISPLATIN,DB00515,5460033,119,103,119_103,1
hsa-mir-142-5p,miRNA,BROMOCRIPTINE,DB01200,31101,119,86,119_86,1
hsa-mir-142-5p,miRNA,GEFITINIB,DB00317,123631,119,84,119_84,1
hsa-mir-142-5p,miRNA,OXALIPLATIN,DB00526,6857599,119,204,119_204,1
hsa-mir-142-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,119,174,119_174,1
hsa-mir-142-5p,miRNA,ANTHRACYCLINE,DB00694,30323,119,88,119_88,1
hsa-mir-142-5p,miRNA,FLUOROURACIL,DB00544,3385,119,7,119_7,1
hsa-mir-142-5p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,119,16,119_16,1
hsa-mir-142-5p,miRNA,METHOTREXATE,DB00563,126941,119,81,119_81,1
hsa-mir-142-5p,miRNA,TAXOL,DB01229,36314,119,67,119_67,2
hsa-mir-142-5p,miRNA,BERBERINE,DB04115,2353,119,2,119_2,1
hsa-mir-142-5p,miRNA,CRIZOTINIB,DB08865,11626560,119,197,119_197,1
hsa-mir-142-5p,miRNA,SORAFENIB,DB00398,216239,119,74,119_74,1
hsa-mir-143-3p,miRNA,FLUOROURACIL,DB00544,3385,120,7,120_7,1
hsa-mir-143-3p,miRNA,DOXORUBICIN,DB00997,31703,120,89,120_89,1
hsa-mir-143-3p,miRNA,RIBAVIRIN,DB00811,37542,120,69,120_69,1
hsa-mir-143-3p,miRNA,DOCETAXEL,DB01248,148124,120,3,120_3,1
hsa-mir-143-3p,miRNA,GEMCITABINE,DB00441,60750,120,55,120_55,1
hsa-mir-143-3p,miRNA,OXALIPLATIN,DB00526,6857599,120,204,120_204,1
hsa-mir-143-3p,miRNA,PACLITAXEL,DB01229,36314,120,67,120_67,2
hsa-mir-143-3p,miRNA,GEFITINIB,DB00317,123631,120,84,120_84,1
hsa-mir-143-3p,miRNA,IMATINIB,DB00619,5291,120,41,120_41,1
hsa-mir-143-3p,miRNA,CISPLATIN,DB00515,5460033,120,103,120_103,1
hsa-mir-143-3p,miRNA,QUERCETIN,DB04216,5280343,120,113,120_113,1
hsa-mir-143-3p,miRNA,PLATINUM,DB12257,23939,120,188,120_188,1
hsa-mir-143-3p,miRNA,TAMOXIFEN,DB00675,2733525,120,123,120_123,1
hsa-mir-143-3p,miRNA,TAXOL,DB01229,36314,120,67,120_67,2
hsa-mir-143-3p,miRNA,TRAMETINIB,DB08911,11707110,120,101,120_101,1
hsa-mir-143-3p,miRNA,VEMURAFENIB,DB08881,42611257,120,148,120_148,1
hsa-mir-143-3p,miRNA,ERLOTINIB,DB00530,176870,120,85,120_85,1
hsa-mir-143-3p,miRNA,BORTEZOMIB,DB00188,387447,120,17,120_17,1
hsa-mir-143-3p,miRNA,CYTARABINE,DB00987,6253,120,35,120_35,1
hsa-mir-143-3p,miRNA,ETOPOSIDE,DB00773,36462,120,68,120_68,1
hsa-mir-143-3p,miRNA,VINORELBINE,DB00361,44424639,120,150,120_150,1
hsa-mir-143-3p,miRNA,VINCRISTINE,DB00541,5978,120,177,120_177,1
hsa-mir-143-3p,miRNA,SORAFENIB,DB00398,216239,120,74,120_74,1
hsa-mir-144-3p,miRNA,CYCLOPAMINE,,442972,121,102,121_102,1
hsa-mir-144-3p,miRNA,PACLITAXEL,DB01229,36314,121,67,121_67,1
hsa-mir-144-3p,miRNA,IMATINIB,DB00619,5291,121,41,121_41,1
hsa-mir-144-3p,miRNA,TEMOZOLOMIDE,DB00853,5394,121,174,121_174,1
hsa-mir-144-3p,miRNA,CISPLATIN,DB00515,5460033,121,103,121_103,1
hsa-mir-144-3p,miRNA,SUNITINIB,DB01268,5329102,121,94,121_94,1
hsa-mir-144-3p,miRNA,GEMCITABINE,DB00441,60750,121,55,121_55,1
hsa-mir-144-3p,miRNA,CERITINIB,DB09063,57379345,121,160,121_160,1
hsa-mir-144-3p,miRNA,PANOBINOSTAT,DB06603,6918837,121,129,121_129,1
hsa-mir-144-3p,miRNA,FLUOROURACIL,DB00544,3385,121,7,121_7,1
hsa-mir-144-3p,miRNA,DOXORUBICIN,DB00997,31703,121,89,121_89,1
hsa-mir-144-3p,miRNA,OXALIPLATIN,DB00526,6857599,121,204,121_204,1
hsa-mir-144-3p,miRNA,PAZOPANIB,DB06589,10113978,121,133,121_133,1
hsa-mir-145-5p,miRNA,DOXORUBICIN,DB00997,31703,122,89,122_89,1
hsa-mir-145-5p,miRNA,VERAPAMIL,DB00661,2520,122,21,122_21,1
hsa-mir-145-5p,miRNA,RIBAVIRIN,DB00811,37542,122,69,122_69,1
hsa-mir-145-5p,miRNA,CISPLATIN,DB00515,5460033,122,103,122_103,1
hsa-mir-145-5p,miRNA,FLUOROURACIL,DB00544,3385,122,7,122_7,1
hsa-mir-145-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,122,174,122_174,1
hsa-mir-145-5p,miRNA,MITOMYCIN C,DB00305,5746,122,176,122_176,1
hsa-mir-145-5p,miRNA,SUNITINIB,DB01268,5329102,122,94,122_94,1
hsa-mir-145-5p,miRNA,VEMURAFENIB,DB08881,42611257,122,148,122_148,1
hsa-mir-145-5p,miRNA,OXALIPLATIN,DB00526,6857599,122,204,122_204,1
hsa-mir-145-5p,miRNA,PACLITAXEL,DB01229,36314,122,67,122_67,1
hsa-mir-145-5p,miRNA,SN-38,,104842,122,38,122_38,1
hsa-mir-145-5p,miRNA,GEFITINIB,DB00317,123631,122,84,122_84,1
hsa-mir-145-5p,miRNA,DOCETAXEL,DB01248,148124,122,3,122_3,1
hsa-mir-145-5p,miRNA,PLATINUM,DB12257,23939,122,188,122_188,1
hsa-mir-145-5p,miRNA,VINCRISTINE,DB00541,5978,122,177,122_177,1
hsa-mir-145-5p,miRNA,ARECOLINE,DB04365,2230,122,25,122_25,1
hsa-mir-145-5p,miRNA,GEMCITABINE,DB00441,60750,122,55,122_55,1
hsa-mir-145-5p,miRNA,TAMOXIFEN,DB00675,2733525,122,123,122_123,1
hsa-mir-145-5p,miRNA,TRAMETINIB,DB08911,11707110,122,101,122_101,1
hsa-mir-145-5p,miRNA,BROMOCRIPTINE,DB01200,31101,122,86,122_86,1
hsa-mir-145-5p,miRNA,PALBOCICLIB,DB09073,5330286,122,95,122_95,1
hsa-mir-145-5p,miRNA,FULVESTRANT,DB00947,17756771,122,134,122_134,1
hsa-mir-145-5p,miRNA,TOPOTECAN,DB01030,60699,122,50,122_50,1
hsa-mir-145-5p,miRNA,SORAFENIB,DB00398,216239,122,74,122_74,1
hsa-mir-145-5p,miRNA,DEXAMETHASONE,DB01234,5743,122,43,122_43,1
hsa-mir-145-5p,miRNA,METHOTREXATE,DB00563,126941,122,81,122_81,1
hsa-mir-1469,miRNA,CISPLATIN,DB00515,5460033,123,103,123_103,1
hsa-mir-1469,miRNA,FLUOROURACIL,DB00544,3385,123,7,123_7,1
hsa-mir-1469,miRNA,GEMCITABINE,DB00441,60750,123,55,123_55,1
hsa-mir-1469,miRNA,BORTEZOMIB,DB00188,387447,123,17,123_17,1
hsa-mir-1469,miRNA,PLATINUM,DB12257,23939,123,188,123_188,1
hsa-mir-1469,miRNA,VEMURAFENIB,DB08881,42611257,123,148,123_148,1
hsa-mir-1469,miRNA,DABRAFENIB,DB08912,44462760,123,142,123_142,1
hsa-mir-1469,miRNA,DOXORUBICIN,DB00997,31703,123,89,123_89,1
hsa-mir-1469,miRNA,CURCUMIN,DB11672,969516,123,137,123_137,1
hsa-mir-1469,miRNA,PACLITAXEL,DB01229,36314,123,67,123_67,1
hsa-mir-1469,miRNA,ERLOTINIB,DB00530,176870,123,85,123_85,1
hsa-mir-1469,miRNA,GEFITINIB,DB00317,123631,123,84,123_84,1
hsa-mir-1469,miRNA,FULVESTRANT,DB00947,17756771,123,134,123_134,1
hsa-mir-1469,miRNA,GENISTEIN,DB01645,5280961,123,108,123_108,1
hsa-mir-146a-5p,miRNA,VERAPAMIL,DB00661,2520,124,21,124_21,1
hsa-mir-146a-5p,miRNA,DOXORUBICIN,DB00997,31703,124,89,124_89,1
hsa-mir-146a-5p,miRNA,CISPLATIN,DB00515,5460033,124,103,124_103,1
hsa-mir-146a-5p,miRNA,SORAFENIB,DB00398,216239,124,74,124_74,1
hsa-mir-146a-5p,miRNA,PACLITAXEL,DB01229,36314,124,67,124_67,1
hsa-mir-146a-5p,miRNA,CYCLOPAMINE,,442972,124,102,124_102,1
hsa-mir-146a-5p,miRNA,GEMCITABINE,DB00441,60750,124,55,124_55,1
hsa-mir-146a-5p,miRNA,CAPECITABINE,DB01101,60953,124,48,124_48,1
hsa-mir-146a-5p,miRNA,FLUOROURACIL,DB00544,3385,124,7,124_7,1
hsa-mir-146a-5p,miRNA,CARBOPLATIN,DB00958,38904,124,90,124_90,1
hsa-mir-146a-5p,miRNA,MITOMYCIN C,DB00305,5746,124,176,124_176,1
hsa-mir-146a-5p,miRNA,VINCRISTINE,DB00541,5978,124,177,124_177,1
hsa-mir-146a-5p,miRNA,AFATINIB,DB08916,10184653,124,117,124_117,1
hsa-mir-146a-5p,miRNA,ERLOTINIB,DB00530,176870,124,85,124_85,1
hsa-mir-146a-5p,miRNA,GEFITINIB,DB00317,123631,124,84,124_84,1
hsa-mir-146a-5p,miRNA,IMATINIB,DB00619,5291,124,41,124_41,1
hsa-mir-146a-5p,miRNA,DOCETAXEL,DB01248,148124,124,3,124_3,1
hsa-mir-146a-5p,miRNA,CYTARABINE,DB00987,6253,124,35,124_35,1
hsa-mir-146a-5p,miRNA,TAXANE,,9548828,124,124,124_124,1
hsa-mir-146a-5p,miRNA,TAMOXIFEN,DB00675,2733525,124,123,124_123,1
hsa-mir-146a-5p,miRNA,PLX-4720,DB06999,24180719,124,146,124_146,1
hsa-mir-146a-5p,miRNA,PLATINUM,DB12257,23939,124,188,124_188,1
hsa-mir-146a-5p,miRNA,DAUNORUBICIN,DB00694,30323,124,88,124_88,1
hsa-mir-146a-5p,miRNA,MITOXANTRONE,DB01204,4212,124,22,124_22,1
hsa-mir-146a-5p,miRNA,IRINOTECAN,DB00762,60838,124,56,124_56,1
hsa-mir-146a-5p,miRNA,CERITINIB,DB09063,57379345,124,160,124_160,1
hsa-mir-146a-5p,miRNA,FULVESTRANT,DB00947,17756771,124,134,124_134,1
hsa-mir-146a-5p,miRNA,DABRAFENIB,DB08912,44462760,124,142,124_142,1
hsa-mir-146a-5p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,124,16,124_16,1
hsa-mir-146a-5p,miRNA,VEMURAFENIB,DB08881,42611257,124,148,124_148,1
hsa-mir-146a-5p,miRNA,TRAMETINIB,DB08911,11707110,124,101,124_101,1
hsa-mir-146a-5p,miRNA,OSIMERTINIB,DB09330,71496458,124,161,124_161,1
hsa-mir-146b-3p,miRNA,IMATINIB,DB00619,5291,125,41,125_41,1
hsa-mir-146b-5p,miRNA,DOXORUBICIN,DB00997,31703,126,89,126_89,1
hsa-mir-146b-5p,miRNA,VERAPAMIL,DB00661,2520,126,21,126_21,1
hsa-mir-146b-5p,miRNA,SORAFENIB,DB00398,216239,126,74,126_74,1
hsa-mir-146b-5p,miRNA,PACLITAXEL,DB01229,36314,126,67,126_67,1
hsa-mir-146b-5p,miRNA,GEMCITABINE,DB00441,60750,126,55,126_55,1
hsa-mir-146b-5p,miRNA,CARBOPLATIN,DB00958,38904,126,90,126_90,1
hsa-mir-146b-5p,miRNA,CISPLATIN,DB00515,5460033,126,103,126_103,1
hsa-mir-146b-5p,miRNA,VINCRISTINE,DB00541,5978,126,177,126_177,1
hsa-mir-146b-5p,miRNA,MITOMYCIN C,DB00305,5746,126,176,126_176,1
hsa-mir-146b-5p,miRNA,DOCETAXEL,DB01248,148124,126,3,126_3,1
hsa-mir-146b-5p,miRNA,IMATINIB,DB00619,5291,126,41,126_41,1
hsa-mir-146b-5p,miRNA,TAMOXIFEN,DB00675,2733525,126,123,126_123,1
hsa-mir-146b-5p,miRNA,METHOTREXATE,DB00563,126941,126,81,126_81,1
hsa-mir-146b-5p,miRNA,PLATINUM,DB12257,23939,126,188,126_188,1
hsa-mir-146b-5p,miRNA,ETOPOSIDE,DB00773,36462,126,68,126_68,1
hsa-mir-146b-5p,miRNA,TENIPOSIDE,DB00444,452548,126,92,126_92,1
hsa-mir-146b-5p,miRNA,DAUNORUBICIN,DB00694,30323,126,88,126_88,1
hsa-mir-146b-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,126,174,126_174,1
hsa-mir-146b-5p,miRNA,FULVESTRANT,DB00947,17756771,126,134,126_134,1
hsa-mir-146b-5p,miRNA,GEFITINIB,DB00317,123631,126,84,126_84,1
hsa-mir-146b-5p,miRNA,DABRAFENIB,DB08912,44462760,126,142,126_142,1
hsa-mir-1470,miRNA,CISPLATIN,DB00515,5460033,128,103,128_103,1
hsa-mir-1470,miRNA,TRAMETINIB,DB08911,11707110,128,101,128_101,1
hsa-mir-1470,miRNA,VEMURAFENIB,DB08881,42611257,128,148,128_148,1
hsa-mir-147a,miRNA,PACLITAXEL,DB01229,36314,127,67,127_67,1
hsa-mir-147a,miRNA,CISPLATIN,DB00515,5460033,127,103,127_103,1
hsa-mir-147a,miRNA,OXALIPLATIN,DB00526,6857599,127,204,127_204,1
hsa-mir-147a,miRNA,GEFITINIB,DB00317,123631,127,84,127_84,1
hsa-mir-147b-3p,miRNA,GEMCITABINE,DB00441,60750,129,55,129_55,1
hsa-mir-147b-3p,miRNA,FLUOROURACIL,DB00544,3385,129,7,129_7,1
hsa-mir-147b-3p,miRNA,CERITINIB,DB09063,57379345,129,160,129_160,1
hsa-mir-147b-3p,miRNA,GEFITINIB,DB00317,123631,129,84,129_84,1
hsa-mir-148a-3p,miRNA,DOXORUBICIN,DB00997,31703,130,89,130_89,1
hsa-mir-148a-3p,miRNA,VERAPAMIL,DB00661,2520,130,21,130_21,1
hsa-mir-148a-3p,miRNA,PACLITAXEL,DB01229,36314,130,67,130_67,1
hsa-mir-148a-3p,miRNA,IMATINIB,DB00619,5291,130,41,130_41,1
hsa-mir-148a-3p,miRNA,CISPLATIN,DB00515,5460033,130,103,130_103,1
hsa-mir-148a-3p,miRNA,FLUOROURACIL,DB00544,3385,130,7,130_7,1
hsa-mir-148a-3p,miRNA,VINCRISTINE,DB00541,5978,130,177,130_177,1
hsa-mir-148a-3p,miRNA,DOCETAXEL,DB01248,148124,130,3,130_3,1
hsa-mir-148a-3p,miRNA,GEFITINIB,DB00317,123631,130,84,130_84,1
hsa-mir-148a-3p,miRNA,TAXANE,,9548828,130,124,130_124,1
hsa-mir-148a-3p,miRNA,TAMOXIFEN,DB00675,2733525,130,123,130_123,1
hsa-mir-148a-3p,miRNA,PLATINUM,DB12257,23939,130,188,130_188,1
hsa-mir-148a-3p,miRNA,GEMCITABINE,DB00441,60750,130,55,130_55,1
hsa-mir-148a-3p,miRNA,TRAMETINIB,DB08911,11707110,130,101,130_101,1
hsa-mir-148a-3p,miRNA,VEMURAFENIB,DB08881,42611257,130,148,130_148,1
hsa-mir-148a-3p,miRNA,FULVESTRANT,DB00947,17756771,130,134,130_134,1
hsa-mir-148a-3p,miRNA,BROMOCRIPTINE,DB01200,31101,130,86,130_86,1
hsa-mir-148a-3p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,130,16,130_16,1
hsa-mir-148a-3p,miRNA,RHAMNETIN,DB16772,5281691,130,23,130_23,1
hsa-mir-148a-3p,miRNA,DABRAFENIB,DB08912,44462760,130,142,130_142,1
hsa-mir-148b-3p,miRNA,SORAFENIB,DB00398,216239,131,74,131_74,1
hsa-mir-148b-3p,miRNA,IMATINIB,DB00619,5291,131,41,131_41,1
hsa-mir-148b-3p,miRNA,TAMOXIFEN,DB00675,2733525,131,123,131_123,1
hsa-mir-148b-3p,miRNA,CISPLATIN,DB00515,5460033,131,103,131_103,1
hsa-mir-148b-3p,miRNA,FLUOROURACIL,DB00544,3385,131,7,131_7,1
hsa-mir-148b-3p,miRNA,GEMCITABINE,DB00441,60750,131,55,131_55,1
hsa-mir-148b-3p,miRNA,MITOXANTRONE,DB01204,4212,131,22,131_22,1
hsa-mir-148b-3p,miRNA,PACLITAXEL,DB01229,36314,131,67,131_67,1
hsa-mir-148b-3p,miRNA,AZACITIDINE,DB00928,9444,131,179,131_179,1
hsa-mir-148b-3p,miRNA,DOXORUBICIN,DB00997,31703,131,89,131_89,1
hsa-mir-148b-3p,miRNA,VINCRISTINE,DB00541,5978,131,177,131_177,1
hsa-mir-148b-3p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,131,16,131_16,1
hsa-mir-148b-3p,miRNA,PREDNISONE,DB00635,5865,131,34,131_34,1
hsa-mir-149-5p,miRNA,DOXORUBICIN,DB00997,31703,132,89,132_89,1
hsa-mir-149-5p,miRNA,DOCETAXEL,DB01248,148124,132,3,132_3,1
hsa-mir-149-5p,miRNA,METHOTREXATE,DB00563,126941,132,81,132_81,1
hsa-mir-149-5p,miRNA,TAMOXIFEN,DB00675,2733525,132,123,132_123,1
hsa-mir-149-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,132,174,132_174,1
hsa-mir-149-5p,miRNA,FLUOROURACIL,DB00544,3385,132,7,132_7,1
hsa-mir-149-5p,miRNA,GEMCITABINE,DB00441,60750,132,55,132_55,1
hsa-mir-149-5p,miRNA,PACLITAXEL,DB01229,36314,132,67,132_67,1
hsa-mir-149-5p,miRNA,CISPLATIN,DB00515,5460033,132,103,132_103,1
hsa-mir-149-5p,miRNA,PLATINUM,DB12257,23939,132,188,132_188,1
hsa-mir-149-5p,miRNA,DEXAMETHASONE,DB01234,5743,132,43,132_43,1
hsa-mir-149-5p,miRNA,METHYLPREDNISOLONE,DB00959,6741,132,36,132_36,1
hsa-mir-149-5p,miRNA,GEFITINIB,DB00317,123631,132,84,132_84,1
hsa-mir-149-5p,miRNA,IRINOTECAN,DB00762,60838,132,56,132_56,1
hsa-mir-149-5p,miRNA,FULVESTRANT,DB00947,17756771,132,134,132_134,1
hsa-mir-149-5p,miRNA,CHLORANTRANILIPROLE,,11271640,132,190,132_190,1
hsa-mir-149-5p,miRNA,LORLATINIB,DB12130,71731823,132,167,132_167,1
hsa-mir-150-5p,miRNA,IMATINIB,DB00619,5291,133,41,133_41,1
hsa-mir-150-5p,miRNA,ETOPOSIDE,DB00773,36462,133,68,133_68,1
hsa-mir-150-5p,miRNA,SUNITINIB,DB01268,5329102,133,94,133_94,1
hsa-mir-150-5p,miRNA,CISPLATIN,DB00515,5460033,133,103,133_103,1
hsa-mir-150-5p,miRNA,OXALIPLATIN,DB00526,6857599,133,204,133_204,1
hsa-mir-150-5p,miRNA,DOXORUBICIN,DB00997,31703,133,89,133_89,1
hsa-mir-150-5p,miRNA,CRIZOTINIB,DB08865,11626560,133,197,133_197,1
hsa-mir-150-5p,miRNA,PLATINUM,DB12257,23939,133,188,133_188,1
hsa-mir-150-5p,miRNA,PACLITAXEL,DB01229,36314,133,67,133_67,2
hsa-mir-150-5p,miRNA,GEMCITABINE,DB00441,60750,133,55,133_55,1
hsa-mir-150-5p,miRNA,FULVESTRANT,DB00947,17756771,133,134,133_134,1
hsa-mir-150-5p,miRNA,GEFITINIB,DB00317,123631,133,84,133_84,1
hsa-mir-150-5p,miRNA,ANTHRACYCLINE,DB00694,30323,133,88,133_88,1
hsa-mir-150-5p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,133,16,133_16,1
hsa-mir-150-5p,miRNA,FLUOROURACIL,DB00544,3385,133,7,133_7,1
hsa-mir-150-5p,miRNA,TAXOL,DB01229,36314,133,67,133_67,2
hsa-mir-150-5p,miRNA,METHOTREXATE,DB00563,126941,133,81,133_81,1
hsa-mir-151a-3p,miRNA,DOXORUBICIN,DB00997,31703,134,89,134_89,1
hsa-mir-151a-3p,miRNA,VERAPAMIL,DB00661,2520,134,21,134_21,1
hsa-mir-151a-3p,miRNA,DOCETAXEL,DB01248,148124,134,3,134_3,1
hsa-mir-151a-3p,miRNA,TAMOXIFEN,DB00675,2733525,134,123,134_123,1
hsa-mir-151a-3p,miRNA,PAROXETINE,DB00715,43815,134,78,134_78,1
hsa-mir-151a-3p,miRNA,GEMCITABINE,DB00441,60750,134,55,134_55,1
hsa-mir-151a-3p,miRNA,OXALIPLATIN,DB00526,6857599,134,204,134_204,1
hsa-mir-151a-3p,miRNA,IMATINIB,DB00619,5291,134,41,134_41,1
hsa-mir-151a-3p,miRNA,CISPLATIN,DB00515,5460033,134,103,134_103,1
hsa-mir-151a-3p,miRNA,PLATINUM,DB12257,23939,134,188,134_188,1
hsa-mir-151a-3p,miRNA,PACLITAXEL,DB01229,36314,134,67,134_67,1
hsa-mir-151a-3p,miRNA,RUXOLITINIB,DB08877,25126798,134,144,134_144,1
hsa-mir-151a-3p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,134,16,134_16,1
hsa-mir-151a-3p,miRNA,METHOTREXATE,DB00563,126941,134,81,134_81,1
hsa-mir-151a-3p,miRNA,BORTEZOMIB,DB00188,387447,134,17,134_17,1
hsa-mir-151a-5p,miRNA,CISPLATIN,DB00515,5460033,623,103,623_103,1
hsa-mir-151a-5p,miRNA,PLATINUM,DB12257,23939,623,188,623_188,1
hsa-mir-151a-5p,miRNA,SORAFENIB,DB00398,216239,623,74,623_74,1
hsa-mir-151a-5p,miRNA,FLUOROURACIL,DB00544,3385,623,7,623_7,1
hsa-mir-151a-5p,miRNA,IMATINIB,DB00619,5291,623,41,623_41,1
hsa-mir-151a-5p,miRNA,CERITINIB,DB09063,57379345,623,160,623_160,1
hsa-mir-151a-5p,miRNA,OXALIPLATIN,DB00526,6857599,623,204,623_204,1
hsa-mir-151a-5p,miRNA,ERLOTINIB,DB00530,176870,623,85,623_85,1
hsa-mir-151a-5p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,623,16,623_16,1
hsa-mir-151a-5p,miRNA,DOCETAXEL,DB01248,148124,623,3,623_3,1
hsa-mir-152-3p,miRNA,DOXORUBICIN,DB00997,31703,135,89,135_89,1
