ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID,miRNA_ID,Drug_ID,Pair_ID,PairEvidenceCount
hsa-mir-582-5p,miRNA,BROMOCRIPTINE,DB01200,31101,463,86,463_86,1
hsa-mir-582-5p,miRNA,OXALIPLATIN,DB00526,6857599,463,204,463_204,1
hsa-mir-583,miRNA,CERITINIB,DB09063,57379345,464,160,464_160,1
hsa-mir-583,miRNA,IMATINIB,DB00619,5291,464,41,464_41,1
hsa-mir-583,miRNA,SUNITINIB,DB01268,5329102,464,94,464_94,1
hsa-mir-584-5p,miRNA,DOXORUBICIN,DB00997,31703,465,89,465_89,1
hsa-mir-584-5p,miRNA,CISPLATIN,DB00515,5460033,465,103,465_103,1
hsa-mir-584-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,465,174,465_174,1
hsa-mir-584-5p,miRNA,CARBOPLATIN,DB00958,38904,465,90,465_90,1
hsa-mir-584-5p,miRNA,VINCRISTINE,DB00541,5978,465,177,465_177,1
hsa-mir-584-5p,miRNA,MITOMYCIN C,DB00305,5746,465,176,465_176,1
hsa-mir-584-5p,miRNA,OXALIPLATIN,DB00526,6857599,465,204,465_204,1
hsa-mir-584-5p,miRNA,GEMCITABINE,DB00441,60750,465,55,465_55,1
hsa-mir-584-5p,miRNA,FLUOROURACIL,DB00544,3385,465,7,465_7,1
hsa-mir-584-5p,miRNA,TAXANE,,9548828,465,124,465_124,1
hsa-mir-584-5p,miRNA,PLX-4720,DB06999,24180719,465,146,465_146,1
hsa-mir-584-5p,miRNA,MITOXANTRONE,DB01204,4212,465,22,465_22,1
hsa-mir-584-5p,miRNA,IMATINIB,DB00619,5291,465,41,465_41,1
hsa-mir-584-5p,miRNA,FULVESTRANT,DB00947,17756771,465,134,465_134,1
hsa-mir-584-5p,miRNA,CERITINIB,DB09063,57379345,465,160,465_160,1
hsa-mir-584-5p,miRNA,SUNITINIB,DB01268,5329102,465,94,465_94,1
hsa-mir-584-5p,miRNA,TRAMETINIB,DB08911,11707110,465,101,465_101,1
hsa-mir-584-5p,miRNA,VEMURAFENIB,DB08881,42611257,465,148,465_148,1
hsa-mir-584-5p,miRNA,PACLITAXEL,DB01229,36314,465,67,465_67,1
hsa-mir-584-5p,miRNA,DABRAFENIB,DB08912,44462760,465,142,465_142,1
hsa-mir-584-5p,miRNA,OSIMERTINIB,DB09330,71496458,465,161,465_161,1
hsa-mir-584-5p,miRNA,DOCETAXEL,DB01248,148124,465,3,465_3,1
hsa-mir-586,miRNA,CERITINIB,DB09063,57379345,466,160,466_160,1
hsa-mir-586,miRNA,DOXORUBICIN,DB00997,31703,466,89,466_89,1
hsa-mir-586,miRNA,VERAPAMIL,DB00661,2520,466,21,466_21,1
hsa-mir-586,miRNA,VINORELBINE,DB00361,44424639,466,150,466_150,1
hsa-mir-586,miRNA,CISPLATIN,DB00515,5460033,466,103,466_103,1
hsa-mir-586,miRNA,FLUOROURACIL,DB00544,3385,466,7,466_7,1
hsa-mir-586,miRNA,PACLITAXEL,DB01229,36314,466,67,466_67,1
hsa-mir-586,miRNA,DOCETAXEL,DB01248,148124,466,3,466_3,1
hsa-mir-586,miRNA,TIPIFARNIB,DB04960,159324,466,62,466_62,1
hsa-mir-587,miRNA,DOXORUBICIN,DB00997,31703,467,89,467_89,1
hsa-mir-587,miRNA,VERAPAMIL,DB00661,2520,467,21,467_21,1
hsa-mir-587,miRNA,OXALIPLATIN,DB00526,6857599,467,204,467_204,1
hsa-mir-587,miRNA,FLUOROURACIL,DB00544,3385,467,7,467_7,1
hsa-mir-588,miRNA,DOXORUBICIN,DB00997,31703,468,89,468_89,1
hsa-mir-588,miRNA,VERAPAMIL,DB00661,2520,468,21,468_21,1
hsa-mir-588,miRNA,CISPLATIN,DB00515,5460033,468,103,468_103,1
hsa-mir-589-5p,miRNA,DOXORUBICIN,DB00997,31703,469,89,469_89,1
hsa-mir-589-5p,miRNA,CERITINIB,DB09063,57379345,469,160,469_160,1
hsa-mir-589-5p,miRNA,SUNITINIB,DB01268,5329102,469,94,469_94,1
hsa-mir-589-5p,miRNA,FLUOROURACIL,DB00544,3385,469,7,469_7,1
hsa-mir-589-5p,miRNA,VINORELBINE,DB00361,44424639,469,150,469_150,1
hsa-mir-589-5p,miRNA,PACLITAXEL,DB01229,36314,469,67,469_67,1
hsa-mir-589-5p,miRNA,ETOPOSIDE,DB00773,36462,469,68,469_68,1
hsa-mir-589-5p,miRNA,VINCRISTINE,DB00541,5978,469,177,469_177,1
hsa-mir-590-3p,miRNA,CISPLATIN,DB00515,5460033,470,103,470_103,1
hsa-mir-590-3p,miRNA,GEMCITABINE,DB00441,60750,470,55,470_55,1
hsa-mir-590-3p,miRNA,DOXORUBICIN,DB00997,31703,470,89,470_89,1
hsa-mir-590-3p,miRNA,PACLITAXEL,DB01229,36314,470,67,470_67,1
hsa-mir-590-3p,miRNA,ETOPOSIDE,DB00773,36462,470,68,470_68,1
hsa-mir-590-3p,miRNA,VINORELBINE,DB00361,44424639,470,150,470_150,1
hsa-mir-590-3p,miRNA,VINCRISTINE,DB00541,5978,470,177,470_177,1
hsa-mir-590-5p,miRNA,DOXORUBICIN,DB00997,31703,471,89,471_89,1
hsa-mir-590-5p,miRNA,VERAPAMIL,DB00661,2520,471,21,471_21,1
hsa-mir-590-5p,miRNA,DOCETAXEL,DB01248,148124,471,3,471_3,1
hsa-mir-590-5p,miRNA,FLUOROURACIL,DB00544,3385,471,7,471_7,1
hsa-mir-590-5p,miRNA,GEMCITABINE,DB00441,60750,471,55,471_55,1
hsa-mir-590-5p,miRNA,CISPLATIN,DB00515,5460033,471,103,471_103,1
hsa-mir-590-5p,miRNA,TAXANE,,9548828,471,124,471_124,1
hsa-mir-590-5p,miRNA,PACLITAXEL,DB01229,36314,471,67,471_67,1
hsa-mir-590-5p,miRNA,DAUNORUBICIN,DB00694,30323,471,88,471_88,1
hsa-mir-590-5p,miRNA,ERLOTINIB,DB00530,176870,471,85,471_85,1
hsa-mir-590-5p,miRNA,VEMURAFENIB,DB08881,42611257,471,148,471_148,1
hsa-mir-590-5p,miRNA,VINORELBINE,DB00361,44424639,471,150,471_150,1
hsa-mir-590-5p,miRNA,ETOPOSIDE,DB00773,36462,471,68,471_68,1
hsa-mir-590-5p,miRNA,VINCRISTINE,DB00541,5978,471,177,471_177,1
hsa-mir-591,miRNA,DOXORUBICIN,DB00997,31703,472,89,472_89,1
hsa-mir-591,miRNA,VERAPAMIL,DB00661,2520,472,21,472_21,1
hsa-mir-591,miRNA,PACLITAXEL,DB01229,36314,472,67,472_67,1
hsa-mir-591,miRNA,OXALIPLATIN,DB00526,6857599,472,204,472_204,1
hsa-mir-591,miRNA,CISPLATIN,DB00515,5460033,472,103,472_103,1
hsa-mir-591,miRNA,SORAFENIB,DB00398,216239,472,74,472_74,1
hsa-mir-592,miRNA,VERAPAMIL,DB00661,2520,473,21,473_21,1
hsa-mir-592,miRNA,DOXORUBICIN,DB00997,31703,473,89,473_89,1
hsa-mir-592,miRNA,CARBOPLATIN,DB00958,38904,473,90,473_90,1
hsa-mir-592,miRNA,CISPLATIN,DB00515,5460033,473,103,473_103,1
hsa-mir-592,miRNA,FLUOROURACIL,DB00544,3385,473,7,473_7,1
hsa-mir-593-3p,miRNA,IMATINIB,DB00619,5291,474,41,474_41,1
hsa-mir-595,miRNA,OXALIPLATIN,DB00526,6857599,475,204,475_204,1
hsa-mir-595,miRNA,IMATINIB,DB00619,5291,475,41,475_41,1
hsa-mir-595,miRNA,CISPLATIN,DB00515,5460033,475,103,475_103,1
hsa-mir-595,miRNA,PACLITAXEL,DB01229,36314,475,67,475_67,1
hsa-mir-595,miRNA,METHOTREXATE,DB00563,126941,475,81,475_81,1
hsa-mir-595,miRNA,DOXORUBICIN,DB00997,31703,475,89,475_89,1
hsa-mir-596,miRNA,IMATINIB,DB00619,5291,476,41,476_41,1
hsa-mir-596,miRNA,VEMURAFENIB,DB08881,42611257,476,148,476_148,1
hsa-mir-596,miRNA,TRAMETINIB,DB08911,11707110,476,101,476_101,1
hsa-mir-596,miRNA,ANLOTINIB,DB11885,25017411,476,215,476_215,1
hsa-mir-597-5p,miRNA,GEMCITABINE,DB00441,60750,477,55,477_55,1
hsa-mir-597-5p,miRNA,CISPLATIN,DB00515,5460033,477,103,477_103,1
hsa-mir-597-5p,miRNA,DOXORUBICIN,DB00997,31703,477,89,477_89,1
hsa-mir-597-5p,miRNA,CERITINIB,DB09063,57379345,477,160,477_160,1
hsa-mir-597-5p,miRNA,SUNITINIB,DB01268,5329102,477,94,477_94,1
hsa-mir-598-3p,miRNA,OXALIPLATIN,DB00526,6857599,478,204,478_204,1
hsa-mir-598-3p,miRNA,DOCETAXEL,DB01248,148124,478,3,478_3,1
hsa-mir-598-3p,miRNA,CISPLATIN,DB00515,5460033,478,103,478_103,1
hsa-mir-598-3p,miRNA,TAMOXIFEN,DB00675,2733525,478,123,478_123,1
hsa-mir-598-3p,miRNA,TRAMETINIB,DB08911,11707110,478,101,478_101,1
hsa-mir-598-3p,miRNA,VEMURAFENIB,DB08881,42611257,478,148,478_148,1
hsa-mir-598-3p,miRNA,PACLITAXEL,DB01229,36314,478,67,478_67,1
hsa-mir-599,miRNA,GEFITINIB,DB00317,123631,479,84,479_84,1
hsa-mir-599,miRNA,TEMOZOLOMIDE,DB00853,5394,479,174,479_174,1
hsa-mir-601,miRNA,DOXORUBICIN,DB00997,31703,481,89,481_89,1
hsa-mir-601,miRNA,VERAPAMIL,DB00661,2520,481,21,481_21,1
hsa-mir-601,miRNA,CISPLATIN,DB00515,5460033,481,103,481_103,1
hsa-mir-601,miRNA,OXALIPLATIN,DB00526,6857599,481,204,481_204,1
hsa-mir-601,miRNA,PLATINUM,DB12257,23939,481,188,481_188,1
hsa-mir-601,miRNA,VEMURAFENIB,DB08881,42611257,481,148,481_148,1
hsa-mir-601,miRNA,DABRAFENIB,DB08912,44462760,481,142,481_142,1
hsa-mir-601,miRNA,TRAMETINIB,DB08911,11707110,481,101,481_101,1
hsa-mir-602,miRNA,GEMCITABINE,DB00441,60750,482,55,482_55,1
hsa-mir-602,miRNA,OXALIPLATIN,DB00526,6857599,482,204,482_204,1
hsa-mir-602,miRNA,DABRAFENIB,DB08912,44462760,482,142,482_142,1
hsa-mir-602,miRNA,VEMURAFENIB,DB08881,42611257,482,148,482_148,1
hsa-mir-602,miRNA,PACLITAXEL,DB01229,36314,482,67,482_67,1
hsa-mir-602,miRNA,FULVESTRANT,DB00947,17756771,482,134,482_134,1
hsa-mir-603,miRNA,CISPLATIN,DB00515,5460033,483,103,483_103,1
hsa-mir-603,miRNA,OXALIPLATIN,DB00526,6857599,483,204,483_204,1
hsa-mir-604,miRNA,IMATINIB,DB00619,5291,632,41,632_41,1
hsa-mir-604,miRNA,CISPLATIN,DB00515,5460033,632,103,632_103,1
hsa-mir-604,miRNA,FLUOROURACIL,DB00544,3385,632,7,632_7,1
hsa-mir-604,miRNA,TRAMETINIB,DB08911,11707110,632,101,632_101,1
hsa-mir-604,miRNA,VEMURAFENIB,DB08881,42611257,632,148,632_148,1
hsa-mir-605-5p,miRNA,VERAPAMIL,DB00661,2520,484,21,484_21,1
hsa-mir-605-5p,miRNA,DOXORUBICIN,DB00997,31703,484,89,484_89,1
hsa-mir-605-5p,miRNA,NAVITOCLAX,DB12340,24978538,484,209,484_209,1
hsa-mir-605-5p,miRNA,GEMCITABINE,DB00441,60750,484,55,484_55,1
hsa-mir-605-5p,miRNA,PACLITAXEL,DB01229,36314,484,67,484_67,1
hsa-mir-605-5p,miRNA,CISPLATIN,DB00515,5460033,484,103,484_103,1
hsa-mir-605-5p,miRNA,FLUOROURACIL,DB00544,3385,484,7,484_7,1
hsa-mir-606,miRNA,DOXORUBICIN,DB00997,31703,485,89,485_89,1
hsa-mir-606,miRNA,VERAPAMIL,DB00661,2520,485,21,485_21,1
hsa-mir-606,miRNA,PACLITAXEL,DB01229,36314,485,67,485_67,1
hsa-mir-608,miRNA,CISPLATIN,DB00515,5460033,487,103,487_103,1
hsa-mir-608,miRNA,IMATINIB,DB00619,5291,487,41,487_41,1
hsa-mir-608,miRNA,GEMCITABINE,DB00441,60750,487,55,487_55,1
hsa-mir-608,miRNA,DOXORUBICIN,DB00997,31703,487,89,487_89,1
hsa-mir-609,miRNA,OXALIPLATIN,DB00526,6857599,488,204,488_204,1
hsa-mir-609,miRNA,SORAFENIB,DB00398,216239,488,74,488_74,1
hsa-mir-610,miRNA,CISPLATIN,DB00515,5460033,489,103,489_103,1
hsa-mir-610,miRNA,PACLITAXEL,DB01229,36314,489,67,489_67,1
hsa-mir-610,miRNA,FLUOROURACIL,DB00544,3385,489,7,489_7,1
hsa-mir-611,miRNA,OXALIPLATIN,DB00526,6857599,490,204,490_204,1
hsa-mir-611,miRNA,TRAMETINIB,DB08911,11707110,490,101,490_101,1
hsa-mir-611,miRNA,VEMURAFENIB,DB08881,42611257,490,148,490_148,1
hsa-mir-612,miRNA,CARBOPLATIN,DB00958,38904,491,90,491_90,1
hsa-mir-612,miRNA,CISPLATIN,DB00515,5460033,491,103,491_103,1
hsa-mir-612,miRNA,DOXORUBICIN,DB00997,31703,491,89,491_89,1
hsa-mir-612,miRNA,MITOMYCIN C,DB00305,5746,491,176,491_176,1
hsa-mir-612,miRNA,VINCRISTINE,DB00541,5978,491,177,491_177,1
hsa-mir-612,miRNA,PACLITAXEL,DB01229,36314,491,67,491_67,1
hsa-mir-612,miRNA,DABRAFENIB,DB08912,44462760,491,142,491_142,1
hsa-mir-613,miRNA,VERAPAMIL,DB00661,2520,492,21,492_21,1
hsa-mir-613,miRNA,DOXORUBICIN,DB00997,31703,492,89,492_89,1
hsa-mir-613,miRNA,OXALIPLATIN,DB00526,6857599,492,204,492_204,1
hsa-mir-613,miRNA,PONATINIB,DB08901,24826799,492,140,492_140,1
hsa-mir-613,miRNA,IMATINIB,DB00619,5291,492,41,492_41,1
hsa-mir-613,miRNA,PACLITAXEL,DB01229,36314,492,67,492_67,1
hsa-mir-613,miRNA,CISPLATIN,DB00515,5460033,492,103,492_103,1
hsa-mir-613,miRNA,SORAFENIB,DB00398,216239,492,74,492_74,1
hsa-mir-613,miRNA,METHOTREXATE,DB00563,126941,492,81,492_81,1
hsa-mir-613,miRNA,DAUNORUBICIN,DB00694,30323,492,88,492_88,1
hsa-mir-614,miRNA,FLUOROURACIL,DB00544,3385,493,7,493_7,1
hsa-mir-614,miRNA,GEMCITABINE,DB00441,60750,493,55,493_55,1
hsa-mir-615-3p,miRNA,DOXORUBICIN,DB00997,31703,494,89,494_89,1
hsa-mir-615-3p,miRNA,METHOTREXATE,DB00563,126941,494,81,494_81,1
hsa-mir-615-3p,miRNA,TAMOXIFEN,DB00675,2733525,494,123,494_123,1
hsa-mir-615-3p,miRNA,CISPLATIN,DB00515,5460033,494,103,494_103,1
hsa-mir-615-3p,miRNA,FLUOROURACIL,DB00544,3385,494,7,494_7,1
hsa-mir-615-3p,miRNA,VINCRISTINE,DB00541,5978,494,177,494_177,1
hsa-mir-615-3p,miRNA,PACLITAXEL,DB01229,36314,494,67,494_67,1
hsa-mir-615-3p,miRNA,GEMCITABINE,DB00441,60750,494,55,494_55,1
hsa-mir-615-3p,miRNA,ETOPOSIDE,DB00773,36462,494,68,494_68,1
hsa-mir-615-3p,miRNA,TENIPOSIDE,DB00444,452548,494,92,494_92,1
hsa-mir-615-3p,miRNA,CERITINIB,DB09063,57379345,494,160,494_160,1
hsa-mir-615-3p,miRNA,VINORELBINE,DB00361,44424639,494,150,494_150,1
hsa-mir-615-5p,miRNA,FLUOROURACIL,DB00544,3385,495,7,495_7,1
hsa-mir-615-5p,miRNA,FULVESTRANT,DB00947,17756771,495,134,495_134,1
hsa-mir-616-3p,miRNA,PACLITAXEL,DB01229,36314,496,67,496_67,1
hsa-mir-617,miRNA,PLATINUM,DB12257,23939,497,188,497_188,1
hsa-mir-617,miRNA,CISPLATIN,DB00515,5460033,497,103,497_103,1
hsa-mir-617,miRNA,FLUOROURACIL,DB00544,3385,497,7,497_7,1
hsa-mir-617,miRNA,VEMURAFENIB,DB08881,42611257,497,148,497_148,1
hsa-mir-617,miRNA,TRAMETINIB,DB08911,11707110,497,101,497_101,1
hsa-mir-617,miRNA,PACLITAXEL,DB01229,36314,497,67,497_67,1
hsa-mir-619-3p,miRNA,OXALIPLATIN,DB00526,6857599,498,204,498_204,1
hsa-mir-619-3p,miRNA,TRAMETINIB,DB08911,11707110,498,101,498_101,1
hsa-mir-619-3p,miRNA,VEMURAFENIB,DB08881,42611257,498,148,498_148,1
hsa-mir-619-3p,miRNA,CISPLATIN,DB00515,5460033,498,103,498_103,1
hsa-mir-620,miRNA,PACLITAXEL,DB01229,36314,499,67,499_67,1
hsa-mir-620,miRNA,DOXORUBICIN,DB00997,31703,499,89,499_89,1
hsa-mir-620,miRNA,GEMCITABINE,DB00441,60750,499,55,499_55,1
hsa-mir-620,miRNA,VEMURAFENIB,DB08881,42611257,499,148,499_148,1
hsa-mir-620,miRNA,CISPLATIN,DB00515,5460033,499,103,499_103,1
hsa-mir-622,miRNA,PACLITAXEL,DB01229,36314,500,67,500_67,1
hsa-mir-622,miRNA,FLUOROURACIL,DB00544,3385,500,7,500_7,1
hsa-mir-622,miRNA,GEMCITABINE,DB00441,60750,500,55,500_55,1
hsa-mir-622,miRNA,PLATINUM,DB12257,23939,500,188,500_188,1
hsa-mir-622,miRNA,SORAFENIB,DB00398,216239,500,74,500_74,1
hsa-mir-622,miRNA,CISPLATIN,DB00515,5460033,500,103,500_103,1
hsa-mir-622,miRNA,SUNITINIB,DB01268,5329102,500,94,500_94,1
hsa-mir-622,miRNA,DABRAFENIB,DB08912,44462760,500,142,500_142,1
hsa-mir-623,miRNA,PLATINUM,DB12257,23939,501,188,501_188,1
hsa-mir-623,miRNA,FLUOROURACIL,DB00544,3385,501,7,501_7,1
hsa-mir-624-3p,miRNA,IMATINIB,DB00619,5291,502,41,502_41,1
hsa-mir-624-3p,miRNA,CISPLATIN,DB00515,5460033,502,103,502_103,1
hsa-mir-625-5p,miRNA,DAUNORUBICIN,DB00694,30323,503,88,503_88,1
hsa-mir-625-5p,miRNA,VINCRISTINE,DB00541,5978,503,177,503_177,1
hsa-mir-625-5p,miRNA,PREDNISOLONE,DB00860,5755,503,44,503_44,1
hsa-mir-625-5p,miRNA,CISPLATIN,DB00515,5460033,503,103,503_103,1
hsa-mir-625-5p,miRNA,TAMOXIFEN,DB00675,2733525,503,123,503_123,1
hsa-mir-625-5p,miRNA,PAROXETINE,DB00715,43815,503,78,503_78,1
hsa-mir-625-5p,miRNA,DOXORUBICIN,DB00997,31703,503,89,503_89,1
hsa-mir-625-5p,miRNA,SORAFENIB,DB00398,216239,503,74,503_74,1
hsa-mir-625-5p,miRNA,IMATINIB,DB00619,5291,503,41,503_41,1
hsa-mir-625-5p,miRNA,PACLITAXEL,DB01229,36314,503,67,503_67,1
hsa-mir-625-5p,miRNA,FLUOROURACIL,DB00544,3385,503,7,503_7,1
hsa-mir-625-5p,miRNA,VEMURAFENIB,DB08881,42611257,503,148,503_148,1
hsa-mir-625-5p,miRNA,DABRAFENIB,DB08912,44462760,503,142,503_142,1
hsa-mir-625-5p,miRNA,TRAMETINIB,DB08911,11707110,503,101,503_101,1
hsa-mir-627-5p,miRNA,SORAFENIB,DB00398,216239,505,74,505_74,1
hsa-mir-627-5p,miRNA,OXALIPLATIN,DB00526,6857599,505,204,505_204,1
hsa-mir-627-5p,miRNA,PACLITAXEL,DB01229,36314,505,67,505_67,1
hsa-mir-627-5p,miRNA,CISPLATIN,DB00515,5460033,505,103,505_103,1
hsa-mir-628-5p,miRNA,SUNITINIB,DB01268,5329102,506,94,506_94,1
hsa-mir-628-5p,miRNA,TRAMETINIB,DB08911,11707110,506,101,506_101,1
hsa-mir-628-5p,miRNA,DABRAFENIB,DB08912,44462760,506,142,506_142,1
hsa-mir-628-5p,miRNA,VEMURAFENIB,DB08881,42611257,506,148,506_148,1
hsa-mir-628-5p,miRNA,VINCRISTINE,DB00541,5978,506,177,506_177,1
hsa-mir-628-5p,miRNA,VINORELBINE,DB00361,44424639,506,150,506_150,1
hsa-mir-628-5p,miRNA,DOXORUBICIN,DB00997,31703,506,89,506_89,1
hsa-mir-628-5p,miRNA,ETOPOSIDE,DB00773,36462,506,68,506_68,1
hsa-mir-628-5p,miRNA,PACLITAXEL,DB01229,36314,506,67,506_67,1
hsa-mir-629-5p,miRNA,CISPLATIN,DB00515,5460033,507,103,507_103,1
hsa-mir-629-5p,miRNA,PACLITAXEL,DB01229,36314,507,67,507_67,1
hsa-mir-629-5p,miRNA,IMATINIB,DB00619,5291,507,41,507_41,1
hsa-mir-629-5p,miRNA,CERITINIB,DB09063,57379345,507,160,507_160,1
hsa-mir-629-5p,miRNA,GEFITINIB,DB00317,123631,507,84,507_84,1
hsa-mir-629-5p,miRNA,FULVESTRANT,DB00947,17756771,507,134,507_134,1
hsa-mir-629-5p,miRNA,TIPIFARNIB,DB04960,159324,507,62,507_62,1
hsa-mir-629-5p,miRNA,BROMOCRIPTINE,DB01200,31101,507,86,507_86,1
hsa-mir-629-5p,miRNA,OXALIPLATIN,DB00526,6857599,507,204,507_204,1
hsa-mir-629-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,507,174,507_174,1
hsa-mir-630,miRNA,OXALIPLATIN,DB00526,6857599,508,204,508_204,1
hsa-mir-630,miRNA,CARBOPLATIN,DB00958,38904,508,90,508_90,1
hsa-mir-630,miRNA,CISPLATIN,DB00515,5460033,508,103,508_103,1
hsa-mir-630,miRNA,DOXORUBICIN,DB00997,31703,508,89,508_89,1
hsa-mir-630,miRNA,VINCRISTINE,DB00541,5978,508,177,508_177,1
hsa-mir-630,miRNA,MITOMYCIN C,DB00305,5746,508,176,508_176,1
hsa-mir-630,miRNA,NERATINIB,DB11828,9915743,508,208,508_208,1
hsa-mir-630,miRNA,LAPATINIB,DB01259,208908,508,46,508_46,1
hsa-mir-630,miRNA,PLATINUM,DB12257,23939,508,188,508_188,1
hsa-mir-630,miRNA,PACLITAXEL,DB01229,36314,508,67,508_67,1
hsa-mir-630,miRNA,VEMURAFENIB,DB08881,42611257,508,148,508_148,1
hsa-mir-630,miRNA,TRAMETINIB,DB08911,11707110,508,101,508_101,1
hsa-mir-631,miRNA,CISPLATIN,DB00515,5460033,509,103,509_103,1
hsa-mir-631,miRNA,OXALIPLATIN,DB00526,6857599,509,204,509_204,1
hsa-mir-631,miRNA,BORTEZOMIB,DB00188,387447,509,17,509_17,1
hsa-mir-631,miRNA,GEMCITABINE,DB00441,60750,509,55,509_55,1
hsa-mir-632,miRNA,METHOTREXATE,DB00563,126941,510,81,510_81,1
hsa-mir-633,miRNA,DOXORUBICIN,DB00997,31703,511,89,511_89,1
hsa-mir-633,miRNA,VERAPAMIL,DB00661,2520,511,21,511_21,1
hsa-mir-633,miRNA,TRAMETINIB,DB08911,11707110,511,101,511_101,1
hsa-mir-633,miRNA,VEMURAFENIB,DB08881,42611257,511,148,511_148,1
hsa-mir-633,miRNA,CISPLATIN,DB00515,5460033,511,103,511_103,1
hsa-mir-634,miRNA,OXALIPLATIN,DB00526,6857599,512,204,512_204,1
hsa-mir-634,miRNA,PACLITAXEL,DB01229,36314,512,67,512_67,1
hsa-mir-634,miRNA,DOXORUBICIN,DB00997,31703,512,89,512_89,1
hsa-mir-634,miRNA,CISPLATIN,DB00515,5460033,512,103,512_103,1
hsa-mir-634,miRNA,FLUOROURACIL,DB00544,3385,512,7,512_7,1
hsa-mir-634,miRNA,CARBOPLATIN,DB00958,38904,512,90,512_90,1
hsa-mir-634,miRNA,TEMOZOLOMIDE,DB00853,5394,512,174,512_174,1
hsa-mir-635,miRNA,DOXORUBICIN,DB00997,31703,513,89,513_89,1
hsa-mir-636,miRNA,ERLOTINIB,DB00530,176870,514,85,514_85,1
hsa-mir-636,miRNA,CISPLATIN,DB00515,5460033,514,103,514_103,1
hsa-mir-636,miRNA,SUNITINIB,DB01268,5329102,514,94,514_94,1
hsa-mir-636,miRNA,SORAFENIB,DB00398,216239,514,74,514_74,1
hsa-mir-636,miRNA,IMATINIB,DB00619,5291,514,41,514_41,1
hsa-mir-636,miRNA,TAMOXIFEN,DB00675,2733525,514,123,514_123,1
hsa-mir-636,miRNA,FLUOROURACIL,DB00544,3385,514,7,514_7,1
hsa-mir-636,miRNA,PACLITAXEL,DB01229,36314,514,67,514_67,1
hsa-mir-637,miRNA,SORAFENIB,DB00398,216239,515,74,515_74,1
hsa-mir-637,miRNA,DOXORUBICIN,DB00997,31703,515,89,515_89,1
hsa-mir-637,miRNA,CISPLATIN,DB00515,5460033,515,103,515_103,1
hsa-mir-637,miRNA,PACLITAXEL,DB01229,36314,515,67,515_67,1
hsa-mir-637,miRNA,FULVESTRANT,DB00947,17756771,515,134,515_134,1
hsa-mir-637,miRNA,TRAMETINIB,DB08911,11707110,515,101,515_101,1
hsa-mir-637,miRNA,VEMURAFENIB,DB08881,42611257,515,148,515_148,1
hsa-mir-637,miRNA,TIVANTINIB,DB12200,11494412,515,51,515_51,1
hsa-mir-637,miRNA,OXALIPLATIN,DB00526,6857599,515,204,515_204,1
hsa-mir-637,miRNA,SEVOFLURANE,DB01236,5206,515,173,515_173,1
hsa-mir-638,miRNA,CISPLATIN,DB00515,5460033,516,103,516_103,1
hsa-mir-638,miRNA,OXALIPLATIN,DB00526,6857599,516,204,516_204,1
hsa-mir-638,miRNA,GEMCITABINE,DB00441,60750,516,55,516_55,1
hsa-mir-638,miRNA,VINCRISTINE,DB00541,5978,516,177,516_177,1
hsa-mir-638,miRNA,BORTEZOMIB,DB00188,387447,516,17,516_17,1
hsa-mir-638,miRNA,GEFITINIB,DB00317,123631,516,84,516_84,1
hsa-mir-638,miRNA,IMATINIB,DB00619,5291,516,41,516_41,1
hsa-mir-638,miRNA,PLATINUM,DB12257,23939,516,188,516_188,1
hsa-mir-638,miRNA,DOCETAXEL,DB01248,148124,516,3,516_3,1
hsa-mir-638,miRNA,PACLITAXEL,DB01229,36314,516,67,516_67,2
hsa-mir-638,miRNA,FULVESTRANT,DB00947,17756771,516,134,516_134,1
hsa-mir-638,miRNA,FLUOROURACIL,DB00544,3385,516,7,516_7,1
hsa-mir-638,miRNA,ANTHRACYCLINE,DB00694,30323,516,88,516_88,1
hsa-mir-638,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,516,16,516_16,1
hsa-mir-638,miRNA,METHOTREXATE,DB00563,126941,516,81,516_81,1
hsa-mir-638,miRNA,TAXOL,DB01229,36314,516,67,516_67,2
hsa-mir-638,miRNA,PROPOFOL,DB00818,4943,516,40,516_40,1
hsa-mir-639,miRNA,VERAPAMIL,DB00661,2520,517,21,517_21,1
hsa-mir-639,miRNA,DOXORUBICIN,DB00997,31703,517,89,517_89,1
hsa-mir-639,miRNA,CISPLATIN,DB00515,5460033,517,103,517_103,1
hsa-mir-639,miRNA,OXALIPLATIN,DB00526,6857599,517,204,517_204,1
hsa-mir-640,miRNA,PACLITAXEL,DB01229,36314,518,67,518_67,1
hsa-mir-640,miRNA,TRAMETINIB,DB08911,11707110,518,101,518_101,1
hsa-mir-640,miRNA,VEMURAFENIB,DB08881,42611257,518,148,518_148,1
hsa-mir-640,miRNA,MITOXANTRONE,DB01204,4212,518,22,518_22,1
hsa-mir-640,miRNA,SORAFENIB,DB00398,216239,518,74,518_74,1
hsa-mir-641,miRNA,ERLOTINIB,DB00530,176870,519,85,519_85,1
hsa-mir-641,miRNA,GEMCITABINE,DB00441,60750,519,55,519_55,1
hsa-mir-641,miRNA,DOCETAXEL,DB01248,148124,519,3,519_3,1
