ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-107,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-107,miRNA,APICIDIN,NA,6918328
HSA-MIR-107,miRNA,VORINOSTAT,DB02546,5311
HSA-MIR-108-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-108A,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-10A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-10A,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-10A-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-10A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-10A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-10A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-10A-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-10A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-10A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-10A-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-10A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-10A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-10A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-10A-5P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-10A-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-10A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-10A-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-10A-5P,miRNA,CYTARABINE,DB00987,6253
HSA-MIR-10A-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-10A-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-10A-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-10A-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-10A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-10A-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-10A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-10B,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-10B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-10B-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-10B-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-10B-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-10B-3P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-10B-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-10B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-10B-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-10B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-10B-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-10B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-10B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-10B-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-10B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-10B-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-10B-5P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-10B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-10B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-10B-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-10B-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-10B-5P,miRNA,CYTARABINE,DB00987,6253
HSA-MIR-10B-5P,miRNA,TAXANE,NA,9548828
HSA-MIR-10B-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-10B-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-10B-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-10B-5P,miRNA,HYALURONAN,DB08818,24759
HSA-MIR-10B-5P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-10B-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-10B-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-10B-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-10B-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-10B-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-10B-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-11,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-11-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1178-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1178-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1178-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1179,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1180,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1180-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1180-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1180-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1180-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1180-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1181,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1181,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1181,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1181,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1181,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1182,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1182,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1182,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1182,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1182,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1182,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1182,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-1183,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1183,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1183,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1183,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1183,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1185-1,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1185-1-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1185-1-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1185-2-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1185-2-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1185-2-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1185-2-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-1197,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1200,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1200,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1200,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1200,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-1201,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1202,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1202,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1202,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1202,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-1202,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1202,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-1202,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1202,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1202,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1202,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1202,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-1202,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1203,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-1204,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1204,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1204,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1204,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1205,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-1206,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1206,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1207,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1207,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1207,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-1207,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1207,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1207-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1207-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1207-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1207-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1207-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1207-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1207-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1207-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1207-5P,miRNA,TAXOL,DB01229,36314
HSA-MIR-1208,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1208,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-1208,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-12136,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-122-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-122-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-122-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-122-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-122-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-122-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-122-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-122-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-122-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-122-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-122-5P,miRNA,TAXOL,DB01229,36314
HSA-MIR-122-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-122-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-1224,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1224,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1224,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1224,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1224,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1224,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1224-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1224-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-1224-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1224-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1224-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1224-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1224-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1224-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1224-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-1224-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1225,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1225,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1225,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1225-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1225-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1225-5P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-1225-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1225-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1225-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1225-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1225-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1225-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1225A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1226,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1226-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1226-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1226-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1226-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1226-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1226-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1226-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1226-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1226-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1226-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1227-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1227-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1227-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1227-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1227-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-1227-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1228,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1228-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1228-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1228-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1228-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1228-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-1228-3P,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-1228-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1228-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1228-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1228-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1228-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1228-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1228-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1228-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1228-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1228-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1229-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1229-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1229-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1229-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1229-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1229-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1229-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1229-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1229-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1229-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1229-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1229-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-122B-3P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-122B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-123-A,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1231,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1231,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1231,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1231,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1231,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1231,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1231,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1231,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1233-3P,miRNA,NAVITOCLAX,DB12340,24978538
HSA-MIR-1233-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1233-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1233-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1233-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1233-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1233-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1233-5P,miRNA,ANTHRACYCLINE,DB00694,30323
HSA-MIR-1233-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1233-5P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-1233-5P,miRNA,TAXOL,DB01229,36314
HSA-MIR-1233-5P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-1234,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1234-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1234-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1234-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1234-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1234-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1234-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1234-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1234-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1234-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1234-5P,miRNA,ANTHRACYCLINE,DB00694,30323
HSA-MIR-1234-5P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-1234-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1234-5P,miRNA,TAXOL,DB01229,36314
HSA-MIR-1234-5P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-1236-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1236-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1236-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1236-3P,miRNA,PREDNISONE,DB00635,5865
HSA-MIR-1236-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1236-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1236-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1236-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-1236-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1236-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1237-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1237-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1237-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1237-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1237-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1237-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1238-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1238-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1238-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1238-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1238-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1238-3P,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-1238-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-124-3,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-124-3P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-124-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-124-3P,miRNA,VINBLASTINE,DB00570,442111
HSA-MIR-124-3P,miRNA,CAMPTOTHECIN,DB04690,24360
HSA-MIR-124-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-124-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-124-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-124-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-124-3P,miRNA,ENZALUTAMIDE,DB08899,15951529
HSA-MIR-124-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-124-3P,miRNA,PREDNISONE,DB00635,5865
HSA-MIR-124-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-124-3P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-124-3P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-124-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-124-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-124-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-124-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1243,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1243,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1243,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-1244,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1244,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1244,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1244,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1245A,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1245A,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1245B-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1245B-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1245B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1246,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1246,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1246,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1246,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1246,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1246,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1246,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1246,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-1246,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-1246,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-1246,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1246,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-1246,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-1246,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-1246,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1246,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1246,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1246,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-1246,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-1247,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1247,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1247,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1247-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1247-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-1247-3P,miRNA,YUANHUADINE,NA,6440572
HSA-MIR-1247-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1247-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1247-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1247-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1247-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1247-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1247-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-1247-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1247-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-1248,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1248,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1248,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1248,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-1248,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-1249-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1249-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1249-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1249-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1249-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1249-3P,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-124A-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-124A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-124A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-124A-3P,miRNA,TAXOL,DB01229,36314
HSA-MIR-124C,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-125,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-125,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-125-1,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1250-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-1250-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1250-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1252,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1252-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1252-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1252-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1252-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1253,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1253,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1253,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1253,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1254,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1254,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1254,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1254,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1255A,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1255A,miRNA,TRAMETINIB,DB08911,11707110
